Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Tony DeAngelo,D,11,31,73,4,0,1,15,0,174,0,0,79,52,deangan01
Filip Forsberg,C,19,23,20,4,0,2,9,0,157,0,1,20,86,forsbfi01
Moritz Seider,D,5,37,40,1,1,1,14,1,140,0,0,190,207,seidemo01
Erik Gustafsson,D,7,35,23,0,0,2,14,0,122,0,0,63,52,gustaer02
Erik Gustafsson,D,7,31,21,0,0,2,11,0,114,0,0,57,51,gustaer02
Erik Gustafsson,D,0,4,2,0,0,0,3,0,8,0,0,6,1,gustaer02
Thomas Chabot,D,11,30,52,5,0,0,15,0,165,0,0,123,79,chaboth01
Gustav Forsling,D,13,28,40,1,0,3,4,2,209,0,0,106,69,forslgu02
Erik Haula,LW,14,27,47,2,2,0,5,1,164,573,484,54,92,haulaer01
Wyatt Johnston,C,24,17,20,3,0,3,4,0,160,145,190,31,22,johnswy01
Kris Letang,D,12,29,30,6,1,3,15,0,161,0,0,108,162,letankr01
Morgan Rielly,D,4,37,21,1,0,1,16,0,126,0,0,85,70,riellmo01
Ryan Strome,C,15,26,79,1,0,2,3,0,130,402,516,24,29,stromry01
Shea Theodore,D,8,33,18,2,0,2,7,0,136,0,0,86,16,theodsh01
Frank Vatrano,LW,22,19,66,5,0,1,4,0,231,7,10,75,86,vatrafr01
Gabriel Vilardi,C,23,18,18,5,0,6,4,0,122,52,61,33,41,vilarga01
Mikael Granlund,C,10,31,20,1,0,1,11,0,121,171,213,60,78,granlmi01
Mikael Granlund,C,9,27,12,1,0,1,11,0,83,122,160,42,57,granlmi01
Mikael Granlund,C,1,4,8,0,0,0,0,0,38,49,53,18,21,granlmi01
Shayne Gostisbehere,D,13,28,32,5,2,2,10,0,155,0,0,89,46,gostish01
Shayne Gostisbehere,D,10,21,28,3,2,1,7,0,115,0,0,72,36,gostish01
Shayne Gostisbehere,D,3,7,4,2,0,1,3,0,40,0,0,17,10,gostish01
Nino Niederreiter,RW,24,17,22,4,0,2,3,0,181,8,5,33,165,niedeni01
Nino Niederreiter,RW,18,10,16,3,0,1,2,0,130,3,3,23,115,niedeni01
Nino Niederreiter,RW,6,7,6,1,0,1,1,0,51,5,2,10,50,niedeni01
Andreas Athanasiou,C,20,20,34,3,0,4,4,0,175,81,93,44,43,athanan01
Sam Bennett,C,16,24,54,4,0,3,5,0,193,425,479,35,150,bennesa01
Evan Bouchard,D,8,32,28,2,0,2,11,1,156,0,0,77,95,bouchev01
Kent Johnson,C,16,24,14,5,0,3,7,0,126,41,98,30,15,johnske01
Kaapo Kakko,RW,18,22,8,0,0,2,3,0,125,1,3,27,26,kakkoka01
Victor Olofsson,RW,28,12,4,7,0,5,5,0,161,1,5,15,16,olofsvi01
Jean-Gabriel Pageau,C,13,27,14,5,3,2,3,1,123,719,537,61,175,pageaje01
Jaden Schwartz,C,21,19,22,6,0,2,2,0,167,73,84,25,55,schwaja01
Anthony Beauvillier,LW,18,22,24,3,0,5,1,0,176,3,10,30,78,beauvan01
Anthony Beauvillier,LW,9,11,10,0,0,2,0,0,113,0,0,18,38,beauvan01
Anthony Beauvillier,LW,9,11,14,3,0,3,1,0,63,3,10,12,40,beauvan01
André Burakovsky,LW,13,26,14,4,0,3,10,0,105,0,6,15,17,burakan01
Joel Farabee,LW,15,24,41,0,0,1,2,0,145,16,29,45,71,farabjo01
Calle Järnkrok,C,20,19,14,3,1,2,2,2,106,42,52,19,50,jarnkca01
Seth Jarvis,C,14,25,12,0,1,0,5,0,187,9,17,48,73,jarvise01
Alexis Lafrenière,LW,16,23,33,3,0,2,1,0,135,28,48,28,141,lafreal01
Evan Rodrigues,C,16,23,30,6,0,2,5,0,184,119,122,27,34,rodriev01
Filip Hronek,D,9,30,34,4,0,1,12,0,124,0,0,58,102,hronefi01
Filip Hronek,D,9,29,34,4,0,1,12,0,122,0,0,54,97,hronefi01
Filip Hronek,D,0,1,0,0,0,0,0,0,2,0,0,4,5,hronefi01
Noah Cates,LW,13,25,12,3,1,5,5,1,107,416,638,65,86,catesno01
Blake Coleman,C,18,20,54,0,2,2,0,0,188,20,22,39,107,colembl01
Kirby Dach,C,14,24,43,6,0,2,10,2,107,87,140,38,53,dachki01
Sean Durzi,D,9,29,50,1,0,1,15,0,110,0,0,142,68,durzise01
Nikolaj Ehlers,LW,12,26,11,3,0,0,9,0,132,1,1,10,36,ehlerni01
Aaron Ekblad,D,14,24,68,8,1,2,11,0,216,0,0,80,77,ekblaaa01
Frédérick Gaudreau,C,19,19,10,3,4,3,1,1,138,500,515,52,42,gaudrfr01
Noah Hanifin,D,7,31,33,1,0,0,7,1,176,0,0,129,76,hanifno01
Adam Henrique,C,22,16,22,4,0,1,6,0,132,342,327,46,28,henriad01
Brady Skjei,D,18,20,40,4,1,3,3,0,188,0,0,62,71,skjeibr01
Mark Stone,RW,17,21,10,3,2,1,6,0,113,0,3,23,31,stonema01
Alexander Wennberg,C,13,25,20,4,0,3,5,0,101,627,748,63,43,wennbal01
Samuel Girard,D,6,31,16,1,0,1,7,1,119,0,0,116,67,girarsa01
Ryan Hartman,RW,15,22,90,1,2,6,3,2,149,242,322,48,62,hartmry01
Seth Jones,D,12,25,30,2,0,1,10,1,178,0,0,125,106,jonesse01
Jack Quinn,RW,14,23,15,1,0,2,5,1,126,11,22,19,43,quinnja01
Taylor Raddysh,RW,20,17,16,7,0,1,8,0,129,10,9,38,82,raddyta01
Brandon Saad,LW,19,18,12,2,2,1,2,1,127,4,4,31,24,saadbr01
Conor Sheary,LW,15,22,22,2,2,1,5,0,154,20,19,39,57,shearco01
Teuvo Teräväinen,F,12,25,16,5,2,2,6,1,144,33,20,18,15,teravte01
Cole Caufield,RW,26,10,2,7,0,3,3,0,158,0,0,12,18,caufico01
Taylor Hall,LW,16,20,24,4,0,5,4,0,150,4,5,33,35,hallta02
Alex Iafallo,C,14,22,20,7,0,5,1,0,133,7,6,33,27,iafalal01
Phil Kessel,RW,14,22,30,2,0,0,7,0,149,5,7,28,10,kesseph01
Adam Lowry,LW,13,23,48,0,3,2,2,2,126,595,585,46,161,lowryad01
Stefan Noesen,RW,13,23,32,7,0,4,8,0,134,53,55,18,99,noesest01
Dmitry Orlov,D,7,29,22,1,0,2,7,1,124,0,0,85,137,orlovdm01
Dmitry Orlov,D,3,16,10,0,0,2,4,0,77,0,0,62,88,orlovdm01
Dmitry Orlov,D,4,13,12,1,0,0,3,1,47,0,0,23,49,orlovdm01
Cody Glass,C,14,21,20,6,0,2,3,0,131,362,365,31,62,glassco01
T.J. Oshie,C,19,16,59,9,0,2,2,0,126,83,97,34,125,oshietj01
Shane Pinto,C,20,15,18,5,0,2,4,0,158,449,413,49,71,pintosh01
Owen Power,D,4,31,24,0,0,1,8,1,130,0,0,86,27,powerow01
Brandon Tanev,LW,16,19,44,0,1,3,0,0,115,3,22,68,190,tanevbr01
Rasmus Sandin,D,7,28,39,0,0,0,11,0,81,0,0,87,136,sandira01
Rasmus Sandin,D,4,16,23,0,0,0,7,0,58,0,0,59,113,sandira01
Rasmus Sandin,D,3,12,16,0,0,0,4,0,23,0,0,28,23,sandira01
Travis Boyd,C,15,19,26,2,0,3,8,0,94,502,654,59,39,boydtr01
Mike Hoffman,C,14,20,28,1,0,3,9,0,148,16,12,24,24,hoffmmi02
Blake Lizotte,C,11,23,70,0,0,1,0,2,108,413,394,39,96,lizotbl01
Jordan Martinook,LW,13,21,61,0,1,3,0,1,162,32,39,31,81,martijo01
Mike Matheson,D,8,26,33,0,0,2,9,2,126,0,0,80,53,mathemi01
Zach Parise,LW,21,13,24,3,2,2,1,1,182,11,18,83,89,parisza01
Justin Schultz,D,7,27,40,1,0,4,12,0,98,0,0,72,30,schulju01
Jared Spurgeon,D,11,23,14,1,0,3,3,1,149,0,0,179,66,spurgja01
Jordan Staal,C,17,17,32,0,1,3,0,1,124,821,653,39,155,staaljo01
Juuso Välimäki,D,4,30,59,1,0,1,11,0,93,0,0,98,53,valimju01
Kasperi Kapanen,RW,15,19,18,3,1,5,3,0,116,30,49,20,99,kapanka01
Kasperi Kapanen,RW,7,13,8,3,0,2,3,0,69,4,11,12,76,kapanka01
Kasperi Kapanen,RW,8,6,10,0,1,3,0,0,47,26,38,8,23,kapanka01
Kevin Labanc,RW,15,18,36,2,0,0,1,0,129,5,3,28,70,labanke01
Adam Larsson,D,8,25,47,0,1,2,0,0,143,0,0,173,222,larssad01
Anton Lundell,C,12,21,43,0,2,1,5,0,152,269,310,32,29,lundean01
Sonny Milano,LW,11,22,18,1,0,3,4,0,80,0,0,15,39,milanso01
Kyle Palmieri,RW,16,17,24,3,0,3,2,0,122,9,15,17,76,palmiky01
Neal Pionk,D,10,23,44,1,0,2,2,1,142,0,0,129,169,pionkne01
Damon Severson,D,7,26,38,1,1,2,3,0,102,0,0,115,44,severda01
Jakob Chychrun,D,9,24,30,4,0,0,4,0,144,0,0,83,55,chychja01
Jakob Chychrun,D,7,21,22,4,0,0,3,0,114,0,0,56,43,chychja01
Jakob Chychrun,D,2,3,8,0,0,0,1,0,30,0,0,27,12,chychja01
John Klingberg,D,10,23,34,2,0,3,8,0,112,0,0,84,55,klingjo01
John Klingberg,D,8,16,30,1,0,3,5,0,78,0,0,65,49,klingjo01
John Klingberg,D,2,7,4,1,0,0,3,0,34,0,0,19,6,klingjo01
Evgenii Dadonov,RW,7,26,18,0,0,0,8,0,110,2,6,43,33,dadonev01
Evgenii Dadonov,RW,4,14,16,0,0,0,4,0,72,2,6,33,19,dadonev01
Evgenii Dadonov,RW,3,12,2,0,0,0,4,0,38,0,0,10,14,dadonev01
Josh Anderson,RW,21,11,72,4,1,5,0,0,164,19,25,49,139,anderjo05
Ross Colton,C,16,16,50,4,0,3,5,0,153,106,83,28,188,coltoro01
Tyler Johnson,C,12,20,16,4,0,0,5,0,125,58,55,25,49,johnsty01
Alexander Kerfoot,C,10,22,30,2,1,1,1,1,133,65,80,46,54,kerfoal01
Torey Krug,D,7,25,49,4,0,1,10,0,126,0,0,87,40,krugto01
Nick Paul,LW,17,15,33,4,1,4,0,0,120,495,426,46,111,paulni01
JJ Peterka,RW,12,20,26,2,0,1,3,0,125,5,4,10,18,peterjo01
Jake Sanderson,D,4,28,12,2,0,0,15,0,132,0,0,147,43,sandeja01
Mattias Ekholm,D,9,23,28,0,0,0,4,1,135,0,0,104,91,ekholma01
Mattias Ekholm,D,5,13,24,0,0,0,3,0,99,0,0,76,62,ekholma01
Mattias Ekholm,D,4,10,4,0,0,0,1,1,36,0,0,28,29,ekholma01
Trent Frederic,C,17,14,57,0,0,6,0,1,120,24,48,36,105,fredetr01
Barclay Goodrow,RW,11,20,58,1,0,2,1,1,89,272,321,64,122,goodrba01
Mason Marchment,F,12,19,80,2,0,2,3,0,148,10,15,39,88,marchma01
J.J. Moser,D,7,24,35,3,0,1,8,0,93,0,0,137,80,moserja01
Jeff Petry,D,5,26,24,2,0,0,7,0,113,0,0,111,190,petryje01
Jonathan Toews,C,15,16,43,9,0,1,3,0,87,594,347,23,9,toewsjo01
MacKenzie Weegar,D,4,27,43,0,0,1,3,1,160,0,0,117,186,weegama01
Eeli Tolvanen,RW,18,13,14,4,0,4,3,0,116,3,9,51,91,tolvaee01
Eeli Tolvanen,RW,2,2,4,0,0,1,0,0,19,1,2,16,22,tolvaee01
Eeli Tolvanen,RW,16,11,10,4,0,3,3,0,97,2,7,35,69,tolvaee01
