Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Jason Dickinson,C,9,21,28,1,0,1,0,4,114,368,403,80,112,dickija01
Alex Newhook,C,14,16,22,1,0,3,1,0,116,208,295,26,60,newhoal01
Cole Perfetti,C,8,22,16,1,0,0,4,0,90,3,8,22,35,perfeco01
Brett Pesce,D,5,25,43,1,0,2,3,2,144,0,0,110,37,pescebr01
Nicolas Roy,C,14,16,24,3,0,5,3,1,101,369,399,41,83,royni01
Yegor Sharangovich,C,13,17,16,0,2,2,0,2,131,26,53,41,22,sharaye01
Colton Sissons,C,12,18,20,0,1,1,2,0,87,593,515,72,164,sissoco01
Jacob Trouba,D,8,22,63,2,1,2,3,1,199,0,1,196,218,troubja01
Pierre Engvall,LW,17,13,31,1,0,4,2,0,131,33,31,6,47,engvapi01
Pierre Engvall,LW,12,9,25,1,0,3,1,0,100,30,28,6,39,engvapi01
Pierre Engvall,LW,5,4,6,0,0,1,1,0,31,3,3,0,8,engvapi01
Ryan O'Reilly,C,16,14,16,1,1,4,4,0,102,499,396,23,18,oreilry01
Ryan O'Reilly,C,12,7,10,1,1,3,1,0,80,385,326,21,13,oreilry01
Ryan O'Reilly,C,4,7,6,0,0,1,3,0,22,114,70,2,5,oreilry01
Tyler Bertuzzi,LW,8,22,29,4,0,0,6,0,107,4,13,22,54,bertuty01
Tyler Bertuzzi,LW,4,10,23,1,0,0,4,0,62,2,3,15,27,bertuty01
Tyler Bertuzzi,LW,4,12,6,3,0,0,2,0,45,2,10,7,27,bertuty01
Calen Addison,D,3,26,22,0,0,1,18,0,77,0,0,38,19,addisca01
John Carlson,D,9,20,12,3,1,0,9,0,124,0,0,87,42,carlsjo01
Jeff Carter,C,13,16,30,4,0,2,5,1,139,557,381,54,80,carteje01
Anthony Cirelli,C,11,18,33,1,2,1,1,0,111,427,404,46,34,cirelan01
Jonathan Drouin,LW,2,27,18,0,0,0,9,0,69,169,211,23,29,drouijo01
Jesper Fast,RW,10,19,16,0,0,1,0,3,76,10,15,40,104,fastje01
Nick Jensen,D,5,24,18,0,0,0,0,1,109,0,0,128,107,jenseni02
Trevor Moore,LW,10,19,14,2,1,1,5,1,163,14,25,23,60,mooretr01
Michael Rasmussen,C,10,19,43,0,0,0,1,0,88,203,195,48,119,rasmumi01
Eric Staal,C,14,15,26,0,2,1,0,0,106,343,400,45,27,staaler01
James van Riemsdyk,LW,12,17,28,2,0,1,2,0,119,7,7,20,18,vanrija01
Nick Bjugstad,C,17,12,34,1,1,1,0,0,145,530,578,44,168,bjugsni01
Nick Bjugstad,C,13,10,26,1,1,0,0,0,111,416,466,29,119,bjugsni01
Nick Bjugstad,C,4,2,8,0,0,1,0,0,34,114,112,15,49,bjugsni01
Jonatan Berggren,RW,15,13,16,5,0,0,4,0,98,3,3,28,20,berggjo02
Ty Dellandrea,C,9,19,54,0,0,2,0,3,92,102,99,39,125,dellaty01
Christian Dvorak,C,10,18,6,0,1,1,3,0,88,477,440,66,13,dvorach01
Warren Foegele,LW,13,15,28,0,1,4,0,0,126,7,6,22,96,foegewa01
Morgan Geekie,C,9,19,24,1,0,3,0,0,81,297,307,33,53,geekimo01
Ryan Johansen,C,12,16,32,5,0,1,5,0,86,502,346,19,49,johanry01
Arthur Kaliyev,RW,13,15,12,8,0,1,4,0,122,0,0,10,40,kaliyar01
Evander Kane,LW,16,12,53,0,1,3,2,1,146,12,22,15,124,kaneev01
Ilya Mikheyev,F,13,15,2,1,0,2,2,0,91,2,8,14,13,mikheil01
Kyle Okposo,RW,11,17,34,1,1,3,3,0,150,164,186,25,78,okposky01
Sam Steel,C,10,18,18,0,1,2,3,0,85,308,325,15,46,steelsa01
Oskar Sundqvist,C,10,18,28,3,0,0,5,0,69,27,36,28,63,sundqos01
Oskar Sundqvist,C,7,14,20,2,0,0,5,0,59,25,35,25,42,sundqos01
Oskar Sundqvist,C,3,4,8,1,0,0,0,0,10,2,1,3,21,sundqos01
Michael Amadio,C,16,11,12,1,0,2,1,0,99,31,32,27,56,amadimi01
Nick Cousins,C,9,18,38,0,0,2,0,0,102,71,73,36,87,cousini01
Dylan DeMelo,D,6,21,50,0,1,1,0,2,93,0,0,102,120,demeldy01
Ryan Donato,C,14,13,46,0,0,0,2,0,122,62,85,12,69,donatry01
Christian Fischer,RW,13,14,20,0,1,0,1,0,122,9,40,37,126,fischch01
David Kämpf,C,7,20,8,0,0,1,0,3,107,591,556,29,74,kampfda01
Anthony Mantha,RW,11,16,31,1,0,2,1,0,119,9,8,24,68,manthan01
Colton Parayko,D,4,23,30,0,0,1,2,1,133,0,0,144,115,parayco01
Ivan Provorov,D,6,21,24,0,0,1,2,2,115,0,0,162,97,provoiv01
Kevin Shattenkirk,D,4,23,56,1,0,0,7,0,145,0,0,115,79,shattke01
Jaccob Slavin,D,7,20,8,0,0,1,0,1,131,0,0,103,36,slavija01
Miles Wood,LW,13,14,76,2,0,2,1,0,167,1,5,19,100,woodmi01
Gustav Nyquist,RW,11,16,16,0,2,2,1,0,102,14,18,30,41,nyquigu01
Gustav Nyquist,RW,10,12,16,0,2,2,0,0,97,14,18,28,39,nyquigu01
Gustav Nyquist,RW,1,4,0,0,0,0,1,0,5,0,0,2,2,nyquigu01
Sam Lafferty,C,12,15,37,0,4,1,0,1,102,248,237,33,125,laffesa01
Sam Lafferty,C,10,11,28,0,4,1,0,1,83,219,199,21,94,laffesa01
Sam Lafferty,C,2,4,9,0,0,0,0,0,19,29,38,12,31,laffesa01
Nick Foligno,LW,10,16,45,2,0,1,3,0,71,40,32,29,147,foligni01
Ryan Graves,D,8,18,28,0,0,2,0,2,141,0,0,152,83,gravery01
Matt Grzelcyk,D,4,22,28,0,0,2,0,0,102,0,0,78,51,grzelma01
Peyton Krebs,C,9,17,50,1,1,0,2,0,78,251,305,20,93,krebspe01
Jack McBain,C,12,14,64,0,0,2,0,0,85,370,470,51,304,mcbaija03
Michael McLeod,C,4,22,43,0,0,1,0,1,90,587,381,51,127,mcleomi01
Logan O'Connor,RW,9,17,37,0,2,0,0,1,104,2,10,50,116,oconnlo01
Ryan Pulock,D,5,21,14,1,0,1,4,0,126,0,0,128,140,pulocry01
Matt Roy,D,9,17,22,0,1,2,0,1,135,0,0,153,119,royma04
Jakob Silfverberg,LW,10,16,32,4,0,2,3,0,141,18,34,51,10,silfvja01
Nico Sturm,C,14,12,23,0,1,1,0,0,119,491,389,45,100,sturmni01
Nick Ritchie,LW,13,13,53,4,0,2,6,0,120,2,10,32,218,ritchni01
Nick Ritchie,LW,9,12,43,4,0,2,6,0,87,2,8,25,171,ritchni01
Nick Ritchie,LW,4,1,10,0,0,0,0,0,33,0,2,7,47,ritchni01
Josh Bailey,C,8,17,2,0,0,2,3,0,72,40,56,31,11,bailejo01
William Carrier,LW,16,9,30,0,0,7,0,0,118,1,7,22,133,carriwi01
Nic Dowd,C,13,12,26,0,0,3,0,1,62,433,419,61,136,dowdni01
Brian Dumoulin,D,1,24,16,0,0,0,0,2,82,0,0,142,123,dumoubr01
Mattias Janmark,C,10,15,30,0,3,1,0,1,79,26,33,26,20,janmama02
Philipp Kurashev,C,9,16,14,0,0,2,4,0,116,85,105,34,38,kurasph01
Kirill Marchenko,RW,21,4,16,7,0,1,1,0,131,9,7,39,34,marchki01
Jamie Oleksiak,D,9,16,72,0,0,2,0,0,76,0,0,115,126,oleksja01
Juuso Pärssinen,C,6,19,15,1,0,3,7,0,49,156,155,18,76,parssju01
Corey Perry,RW,12,13,95,6,0,3,6,0,116,0,0,25,48,perryco01
Ryan Suter,D,3,22,26,0,0,1,4,1,92,0,0,115,81,suterry01
Jimmy Vesey,LW,11,14,20,0,1,4,0,0,123,4,14,40,98,veseyji02
Kailer Yamamoto,RW,10,15,24,0,1,3,0,1,97,6,7,24,77,yamamka01
Tyson Jost,C,7,18,34,0,0,0,0,0,98,175,276,32,61,jostty01
Tyson Jost,C,0,3,11,0,0,0,0,0,10,11,12,8,11,jostty01
Tyson Jost,C,7,15,23,0,0,0,0,0,88,164,264,24,50,jostty01
Sammy Blais,LW,9,16,30,0,0,1,1,0,70,2,5,35,238,blaissa01
Sammy Blais,LW,0,5,8,0,0,0,0,0,31,1,5,16,119,blaissa01
Sammy Blais,LW,9,11,22,0,0,1,1,0,39,1,0,19,119,blaissa01
Jake McCabe,D,3,22,56,0,0,1,0,0,96,0,0,151,163,mccabja01
Jake McCabe,D,2,18,27,0,0,1,0,0,67,0,0,115,122,mccabja01
Jake McCabe,D,1,4,29,0,0,0,0,0,29,0,0,36,41,mccabja01
Vladislav Namestnikov,C,8,17,35,1,0,0,2,0,108,77,128,39,108,namesvl01
Vladislav Namestnikov,C,6,9,19,0,0,0,2,0,72,54,85,23,80,namesvl01
Vladislav Namestnikov,C,2,8,16,1,0,0,0,0,36,23,43,16,28,namesvl01
Matt Benning,D,1,23,26,0,0,0,1,1,58,0,0,125,102,bennima01
Adam Boqvist,D,5,19,8,0,0,1,9,0,68,0,0,47,23,boqviad01
Bowen Byram,D,10,14,38,2,1,1,4,0,65,0,0,54,82,byrambo01
Mark Giordano,D,4,20,53,0,1,1,0,0,107,0,0,147,60,giordma01
Esa Lindell,D,8,16,10,0,0,2,0,2,116,0,0,147,87,lindees01
Scott Mayfield,D,6,18,83,0,0,1,0,0,119,0,0,168,107,mayfisc01
Marcus Pettersson,D,1,23,58,0,0,0,0,0,96,0,0,131,133,pettema01
Eric Robinson,LW,12,12,6,0,0,1,0,2,98,3,12,32,124,robiner01
Pius Suter,F,14,10,6,0,2,1,0,0,106,214,243,37,39,suterpi01
Yakov Trenin,C,12,12,47,0,2,2,2,0,140,14,22,30,167,treniya01
Matthew Nieto,LW,12,12,16,0,0,2,1,0,115,9,9,32,43,nietoma01
Matthew Nieto,LW,8,7,8,0,0,2,1,0,70,5,6,18,28,nietoma01
Matthew Nieto,LW,4,5,8,0,0,0,0,0,45,4,3,14,15,nietoma01
Sebastian Aho,D,5,18,22,0,0,0,2,0,89,0,0,69,38,ahose02
Derick Brassard,C,13,10,30,5,0,4,5,0,92,143,143,10,90,brassde01
Connor Clifton,D,5,18,60,0,1,0,0,0,93,0,0,120,208,cliftco01
Brenden Dillon,D,2,21,76,0,0,0,0,1,83,0,0,108,198,dillobr01
Dakota Joshua,C,11,12,60,1,1,2,0,0,71,23,20,30,222,joshuda01
Nick Leddy,D,2,21,20,0,0,1,0,0,79,0,0,96,43,leddyni01
Olli Määttä,D,6,17,14,0,0,0,0,0,62,0,0,128,78,maattol01
Ryan McLeod,C,11,12,18,0,2,0,0,1,78,288,310,20,40,mcleory01
Ondřej Palát,LW,8,15,6,1,0,1,2,0,79,0,9,44,70,palaton01
Travis Sanheim,D,7,16,40,0,1,1,1,0,111,0,0,137,61,sanhetr01
Trevor van Riemsdyk,D,7,16,15,0,0,0,1,0,97,0,0,160,21,vanritr01
Fabian Zetterlund,W,6,17,14,1,0,1,2,0,118,7,10,20,53,zettefa01
Fabian Zetterlund,W,6,14,6,1,0,1,2,0,81,6,9,11,34,zettefa01
Fabian Zetterlund,W,0,3,8,0,0,0,0,0,37,1,1,9,19,zettefa01
Noel Acciari,C,14,9,21,0,0,2,0,2,102,337,289,81,244,acciano01
Noel Acciari,C,10,8,10,0,0,1,0,2,74,275,239,55,168,acciano01
Noel Acciari,C,4,1,11,0,0,1,0,0,28,62,50,26,76,acciano01
Lars Eller,C,10,13,46,0,1,1,0,0,140,549,474,42,93,ellerla01
Lars Eller,C,7,9,36,0,0,0,0,0,101,415,345,34,80,ellerla01
Lars Eller,C,3,4,10,0,1,1,0,0,39,134,129,8,13,ellerla01
Emil Bemström,C,7,15,6,3,0,0,3,0,95,7,10,21,16,bemstem01
Quinton Byfield,C,3,19,30,1,0,0,0,0,74,51,57,16,53,byfiequ01
Oliver Ekman-Larsson,D,2,20,22,0,0,0,4,1,90,0,0,43,58,ekmanol01
Danton Heinen,C,8,14,12,1,0,0,1,0,96,2,3,26,76,heineda01
Alexander Romanov,D,2,20,43,0,0,0,0,1,100,0,0,129,198,romanal01
Paul Stastny,C,9,13,16,2,0,3,2,0,80,280,206,18,21,stastpa01
Tom Wilson,RW,13,9,78,4,0,1,1,0,82,5,10,30,97,wilsoto01
Luke Schenn,D,4,18,84,0,0,0,0,2,81,0,0,98,318,schenlu01
Luke Schenn,D,3,18,71,0,0,0,0,2,68,0,0,81,258,schenlu01
Luke Schenn,D,1,0,13,0,0,0,0,0,13,0,0,17,60,schenlu01
Garnet Hathaway,RW,13,9,69,0,0,3,0,1,88,3,10,83,268,hathaga01
Garnet Hathaway,RW,9,7,52,0,0,1,0,0,70,3,7,65,198,hathaga01
Garnet Hathaway,RW,4,2,17,0,0,2,0,1,18,0,3,18,70,hathaga01
Nicklas Bäckström,C,7,14,14,6,0,0,5,0,59,259,255,23,24,backsni02
Morgan Barron,C,8,13,31,0,1,2,1,2,112,13,16,44,118,barromo01
Jesper Boqvist,C,10,11,2,0,0,2,0,0,67,66,133,20,50,boqvije01
Casey Cizikas,C,6,15,54,0,0,0,0,2,111,501,438,58,188,cizikca01
Marcus Foligno,LW,7,14,97,0,0,0,3,0,83,7,7,40,237,foligma01
Travis Hamonic,D,6,15,71,0,0,1,1,3,136,0,0,143,109,hamontr01
Pierre-Olivier Joseph,D,5,16,44,1,0,1,2,0,108,0,0,36,88,joseppi01
Klim Kostin,C,11,10,66,0,0,2,0,0,56,4,6,15,157,kostikl01
Colin Miller,D,6,15,37,1,0,3,0,0,106,0,0,70,108,milleco02
Adam Pelech,D,6,15,36,0,0,0,0,1,97,0,0,110,77,pelecad01
Jonas Siegenthaler,D,4,17,44,1,0,1,0,0,84,0,0,151,101,siegejo01
Nikita Zadorov,D,14,7,80,0,0,2,1,0,130,0,0,75,174,zadorni01
Denis Malgin,C,13,8,8,0,0,1,1,0,112,4,6,18,68,malgide01
Denis Malgin,C,2,2,4,0,0,0,0,0,46,2,2,5,28,malgide01
Denis Malgin,C,11,6,4,0,0,1,1,0,66,2,4,13,40,malgide01
Michael Anderson,D,5,15,40,1,0,1,0,1,90,0,0,129,162,andermi02
William Borgen,D,3,17,47,0,0,1,0,0,76,0,0,89,203,borgewi01
Radek Faksa,C,11,9,39,0,1,3,0,1,88,309,243,69,89,faksara01
Rafaël Harvey-Pinard,LW,14,6,10,4,1,1,0,0,58,0,1,56,57,harvera01
Brett Kulak,D,3,17,41,0,0,0,0,3,114,0,0,106,105,kulakbr01
Sean Kuraly,C,11,9,68,1,1,0,0,1,100,567,575,46,187,kuralse01
Trevor Lewis,C,9,11,18,1,1,1,0,0,144,131,178,33,158,lewistr01
Ryan Lomberg,LW,12,8,88,0,0,1,0,0,134,15,15,24,149,lombery01
Ryan McDonagh,D,2,18,22,0,0,1,0,0,78,0,0,165,63,mcdonry01
Nicklaus Perbix,D,5,15,22,0,0,2,0,0,111,0,0,65,73,perbini01
Rasmus Ristolainen,D,3,17,32,1,1,0,4,2,86,0,0,142,162,ristora01
Adam Ružička,C,6,14,8,2,0,2,4,0,64,83,91,8,28,ruzicad01
Derek Ryan,C,13,7,28,0,2,0,0,1,92,217,217,42,54,ryande01
David Savard,D,3,17,40,0,0,1,0,1,63,0,0,176,61,savarda01
Joe Veleno,C,9,11,30,1,0,1,3,0,85,277,374,44,152,velenjo01
Cameron York,D,2,18,18,0,0,0,3,1,42,0,0,69,44,yorkca01
Nick Bonino,C,10,9,28,0,0,0,1,0,91,217,233,79,19,boninni01
Nick Bonino,C,10,9,28,0,0,0,1,0,88,205,218,74,17,boninni01
Nick Bonino,C,0,0,0,0,0,0,0,0,3,12,15,5,2,boninni01
Ben Chiarot,D,5,14,51,0,0,0,0,0,110,0,0,163,147,chiarbe01
Andrew Cogliano,LW,10,9,44,0,0,0,0,2,85,33,37,54,55,coglian01
Max Comtois,LW,9,10,76,0,0,0,2,0,89,23,21,27,81,comtoma01
Jake Evans,C,2,17,28,1,0,0,0,2,55,338,312,41,27,evansja02
Hudson Fasching,RW,10,9,10,0,0,1,1,0,61,2,8,22,45,faschhu01
Carl Grundström,RW,12,7,16,1,0,2,0,0,90,4,5,17,144,grundca01
Max Jones,LW,9,10,77,0,0,2,0,0,107,10,12,18,110,jonesma03
Steven Lorentz,C,10,9,16,1,1,0,0,1,111,262,285,46,133,lorenst01
Milan Lucic,LW,7,12,43,0,0,0,0,0,73,17,22,15,168,lucicmi01
Matt Martin,LW,7,12,63,0,0,1,0,0,82,9,18,43,295,martima02
Nate Schmidt,D,7,12,8,3,0,0,2,0,101,0,0,85,45,schmina01
Alexey Toropchenko,RW,10,9,12,0,1,0,0,0,86,2,6,46,122,toropal01
Brock McGinn,LW,12,7,21,0,2,3,0,0,91,4,10,43,84,mcginbr01
Brock McGinn,LW,10,6,21,0,2,3,0,0,77,4,10,37,75,mcginbr01
Brock McGinn,LW,2,1,0,0,0,0,0,0,14,0,0,6,9,mcginbr01
Vladislav Gavrikov,D,6,13,38,0,1,2,0,1,89,0,0,115,74,gavrivl01
Vladislav Gavrikov,D,3,7,30,0,0,2,0,1,61,0,0,89,56,gavrivl01
Vladislav Gavrikov,D,3,6,8,0,1,0,0,0,28,0,0,26,18,gavrivl01
Tyler Motte,C,8,11,6,0,1,1,0,0,109,21,30,60,118,mottety01
Tyler Motte,C,3,6,4,0,1,0,0,0,65,19,29,43,88,mottety01
Tyler Motte,C,5,5,2,0,0,1,0,0,44,2,1,17,30,mottety01
Erik Brännström,D,2,16,38,0,0,0,1,0,74,0,0,103,49,branner01
Paul Cotter,C,13,5,15,0,0,1,0,0,76,11,13,17,168,cottepa01
Connor Dewar,C,6,12,50,0,3,0,0,1,87,222,281,50,124,dewarco01
Adam Erne,LW,8,10,21,0,0,2,0,1,55,12,14,55,160,ernead01
Zemgus Girgensons,C,10,8,14,0,0,0,1,0,114,94,113,49,96,girgeze01
Derek Grant,C,5,13,26,0,0,0,2,0,72,272,221,26,36,grantde01
Kaiden Guhle,D,4,14,27,0,0,0,0,0,48,0,0,77,84,guhleka01
Justin Holl,D,2,16,39,0,0,1,0,0,60,0,0,139,151,hollju01
Mathieu Joseph,RW,3,15,36,1,2,0,2,1,66,3,6,28,80,josepma01
Keegan Kolesar,RW,8,10,68,0,0,0,0,0,63,8,16,31,279,koleske01
Timothy Liljegren,D,6,12,30,0,1,0,1,1,84,0,0,93,107,liljeti01
Ryan Lindgren,D,1,17,45,0,1,0,0,1,75,0,0,92,68,lindgry01
John Marino,D,4,14,20,0,0,0,0,1,67,0,0,81,44,marinjo01
Tomáš Nosek,C,7,11,48,0,2,1,0,0,69,354,243,31,69,nosekto01
Calle Rosén,D,8,10,8,0,0,2,0,0,62,0,0,51,16,rosenca01
Braden Schneider,D,5,13,16,0,0,1,0,0,79,0,0,130,147,schnebr01
Philip Tomasino,C,5,13,6,4,0,0,2,0,54,10,8,16,28,tomasph01
Marc-Édouard Vlasic,D,1,17,16,0,0,0,0,0,67,0,0,116,45,vlasima01
Jake Walman,D,9,9,45,0,0,2,2,0,140,0,0,121,47,walmaja01
Tanner Jeannot,F,6,12,107,0,0,1,0,1,107,10,13,62,290,jeannta01
Tanner Jeannot,F,5,9,85,0,0,1,0,0,87,5,9,51,213,jeannta01
Tanner Jeannot,F,1,3,22,0,0,0,0,1,20,5,4,11,77,jeannta01
Ian Cole,D,3,14,61,0,0,0,0,0,109,0,0,123,117,coleia01
Sheldon Dries,C,11,6,29,4,1,0,1,0,94,235,236,40,84,driessh01
Noah Gregor,C,10,7,32,0,0,1,0,1,119,7,16,34,97,gregono01
Radko Gudas,D,2,15,79,0,0,0,0,0,110,0,0,124,312,gudasra01
Nicolas Hague,D,3,14,51,0,0,1,0,0,103,0,0,133,117,hagueni01
Jordan Harris,D,4,13,26,0,0,0,1,0,70,0,0,98,53,harrijo01
Brayden McNabb,D,1,16,51,0,0,0,0,2,89,0,0,197,201,mcnabbr01
Sean Monahan,C,6,11,16,1,0,0,3,0,55,177,144,8,10,monahse01
Tyler Myers,D,1,16,76,0,0,0,0,1,100,0,0,144,93,myersty01
Mason Shaw,C,7,10,79,0,0,0,0,2,92,15,13,27,87,shawma01
Cole Smith,F,4,13,60,0,0,1,0,2,64,0,5,25,198,smithco02
Denis Gurianov,RW,7,10,10,1,0,0,2,0,116,0,1,27,43,guriade01
Denis Gurianov,RW,2,7,4,0,0,0,1,0,70,0,0,17,23,guriade01
Denis Gurianov,RW,5,3,6,1,0,0,1,0,46,0,1,10,20,guriade01
Nils Åman,C,4,12,18,0,0,1,0,2,50,181,293,41,44,amanni01
Mason Appleton,C,5,11,8,1,0,0,0,0,71,2,8,11,47,applema01
Ethan Bear,D,3,13,25,0,0,1,0,1,75,0,0,82,39,bearet01
Brandon Carlo,D,3,13,38,0,0,0,0,2,94,0,0,116,128,carlobr01
Erik Černák,D,2,14,53,0,1,0,0,1,87,0,0,100,209,cernaer01
Robby Fabbri,C,7,9,22,3,0,3,5,0,35,10,16,15,49,fabbrro01
Martin Fehérváry,D,6,10,31,0,0,1,0,0,91,0,0,128,217,feherma01
Jani Hakanpää,D,6,10,60,0,0,1,0,0,86,0,0,128,224,hakanja01
Nick Holden,D,2,14,10,0,0,0,0,1,73,0,0,69,79,holdeni01
Caleb Jones,D,4,12,40,1,0,1,3,0,86,0,0,118,116,jonesca01
Boris Katchouk,LW,5,11,27,0,0,2,0,1,68,3,12,15,85,katchbo01
Josh Leivo,LW,4,12,25,0,0,0,0,0,91,3,4,13,55,leivojo01
Nils Lundkvist,D,6,10,26,1,0,2,2,0,94,0,0,67,49,lundkni01
Josh Mahura,D,4,12,48,0,0,1,0,0,78,0,0,70,101,mahurjo01
Tyler Pitlick,C,7,9,14,0,0,0,0,0,54,2,2,29,103,pitlity01
Carson Soucy,D,3,13,68,0,0,0,0,2,87,0,0,96,143,soucyca01
Oliver Wahlstrom,RW,7,9,32,1,0,1,0,0,70,7,13,15,50,wahlsol01
Jesse Ylönen,RW,6,10,0,1,0,1,0,0,43,3,3,28,14,yloneje01
Dmitry Kulikov,D,3,13,34,0,0,0,0,0,84,0,0,108,96,kulikdm01
Dmitry Kulikov,D,3,12,30,0,0,0,0,0,80,0,0,103,87,kulikdm01
Dmitry Kulikov,D,0,1,4,0,0,0,0,0,4,0,0,5,9,kulikdm01
Jesse Puljujärvi,RW,5,11,32,0,0,1,0,0,125,0,2,26,139,puljuje01
Jesse Puljujärvi,RW,5,9,30,0,0,1,0,0,88,0,2,21,112,puljuje01
Jesse Puljujärvi,RW,0,2,2,0,0,0,0,0,37,0,0,5,27,puljuje01
Jakub Vrána,LW,11,5,10,4,0,2,0,0,63,2,5,6,14,vranaja01
Jakub Vrána,LW,1,1,0,0,0,0,0,0,7,1,2,2,5,vranaja01
Jakub Vrána,LW,10,4,10,4,0,2,0,0,56,1,3,4,9,vranaja01
Teddy Blueger,C,4,12,30,0,0,1,0,1,85,299,276,47,71,bluegte01
Teddy Blueger,C,2,8,16,0,0,1,0,1,62,198,197,36,54,bluegte01
Teddy Blueger,C,2,4,14,0,0,0,0,0,23,101,79,11,17,bluegte01
Craig Smith,C,9,7,18,0,0,2,1,0,104,2,7,21,48,smithcr01
Craig Smith,C,4,6,14,0,0,0,1,0,51,1,5,8,33,smithcr01
Craig Smith,C,5,1,4,0,0,2,0,0,53,1,2,13,15,smithcr01
Wade Allison,RW,9,6,36,0,0,2,0,0,89,1,5,62,190,alliswa01
Justin Barron,D,4,11,20,1,1,1,1,0,40,0,0,38,49,barroju01
Nathan Bastian,RW,6,9,31,0,0,1,0,0,62,11,26,38,99,bastina01
Cody Ceci,D,1,14,24,0,0,0,0,0,88,0,0,110,139,cecico01
Luke Evangelista,RW,7,8,6,0,0,1,2,0,54,0,0,6,9,evanglu01
Dylan Guenther,RW,6,9,10,4,0,1,2,0,53,2,2,11,18,guentdy01
Johnathan Kovacevic,D,3,12,39,0,0,0,0,0,92,0,0,86,93,kovacjo01
Rasmus Kupari,C,3,12,12,0,0,0,0,1,53,220,183,34,80,kuparra01
Oskar Lindblom,LW,6,9,18,0,0,0,1,0,75,9,10,24,64,lindbos01
Jacob Middleton,D,3,12,72,0,0,0,0,1,79,0,0,155,115,middlja01
Mathieu Olivier,F,5,10,81,0,0,1,0,0,75,2,13,58,178,olivima01
Michael Pezzetta,C,7,8,77,0,0,0,1,0,70,8,12,28,239,pezzemi01
Rem Pitlick,C,6,9,22,1,0,1,0,1,30,25,33,18,23,pitlire01
Aliaksei Protas,C,4,11,12,0,0,0,0,0,83,21,43,15,39,protaal01
Ryan Reaves,RW,5,10,43,0,0,0,0,0,48,4,11,24,196,reavery01
Ryan Reaves,RW,0,0,12,0,0,0,0,0,3,2,4,4,44,reavery01
Ryan Reaves,RW,5,10,31,0,0,0,0,0,45,2,7,20,152,reavery01
Lukas Reichel,LW,7,8,6,0,0,0,3,0,42,5,8,15,7,reichlu01
Marc Staal,D,3,12,43,0,0,0,0,0,55,0,0,122,152,staalma01
Colin White,C,8,7,12,0,0,0,0,0,64,84,111,29,61,whiteco02
Michael Eyssimont,C,5,10,63,0,0,0,0,0,124,12,22,19,107,eyssimi01
Michael Eyssimont,C,1,4,7,0,0,0,0,0,26,1,3,7,36,eyssimi01
Michael Eyssimont,C,3,5,34,0,0,0,0,0,67,2,5,8,37,eyssimi01
Michael Eyssimont,C,1,1,22,0,0,0,0,0,31,9,14,4,34,eyssimi01
Joel Armia,RW,7,7,22,0,1,0,1,0,69,3,6,25,37,armiajo01
Zach Aston-Reese,C,10,4,25,0,0,2,0,0,89,7,7,43,163,astonza01
Gavin Bayreuther,D,2,12,23,0,0,0,1,0,61,0,0,71,54,bayrega01
Alex Belzile,F,6,8,13,0,0,0,0,0,40,96,109,22,27,belzial01
Nick Blankenburg,D,4,10,16,0,0,1,4,0,50,0,0,49,61,blankni01
T.J. Brodie,D,2,12,14,0,0,0,0,1,58,0,0,111,47,broditj01
Jonas Brodin,D,3,11,30,0,0,0,0,2,90,0,0,130,50,brodijo01
Jalen Chatfield,D,6,8,35,0,1,2,0,1,93,0,0,63,78,chatfja01
Mathew Dumba,D,4,10,81,0,0,2,0,0,99,0,0,116,104,dumbama01
Liam Foudy,C,7,7,8,0,0,0,0,0,67,3,6,18,60,foudyli01
Sam Gagner,C,8,6,13,1,0,2,2,0,78,14,32,14,16,gagnesa01
Brendan Gallagher,RW,8,6,45,0,0,2,2,0,93,6,11,13,18,gallabr01
Axel Jonsson-Fjällby,LW,6,8,8,0,0,2,0,1,54,1,4,18,43,jonssax01
Jujhar Khaira,LW,6,8,31,1,1,0,1,0,59,154,164,40,108,khairju01
Isac Lundeström,C,4,10,2,0,1,0,0,0,60,286,316,43,20,lundeis01
Ilya Lyubushkin,D,2,12,38,0,1,1,0,1,41,0,0,104,99,lyubuil01
Pat Maroon,LW,5,9,150,0,0,0,1,0,62,2,10,12,172,maroopa01
Alec Martinez,D,3,11,29,0,1,2,0,0,76,0,0,244,48,martial01
Ryan Poehling,C,7,7,8,0,2,0,0,1,64,186,225,41,57,poehlry01
Nick Seeler,D,4,10,56,0,0,0,0,1,84,0,0,161,126,seeleni01
Evgeny Svechnikov,LW,8,6,26,0,0,0,0,0,64,6,6,21,100,svechev01
Conor Timmins,D,2,12,8,0,0,1,4,0,19,0,0,18,23,timmico01
Conor Timmins,D,0,0,0,0,0,0,0,0,3,0,0,0,0,timmico01
Conor Timmins,D,2,12,8,0,0,1,4,0,16,0,0,18,23,timmico01
Julien Gauthier,RW,9,5,6,0,0,0,0,0,53,3,5,13,105,gauthju01
Julien Gauthier,RW,6,3,4,0,0,0,0,0,36,3,5,7,70,gauthju01
Julien Gauthier,RW,3,2,2,0,0,0,0,0,17,0,0,6,35,gauthju01
