Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Tyler Kleven,D,0,1,2,0,0,0,0,0,7,0,0,9,8,klevety01
Nikolai Knyzhov,D,0,1,6,0,0,0,0,0,6,0,0,17,13,knyzhni01
Joonas Korpisalo,G,0,1,0,0,0,0,0,0,0,0,0,0,0,korpijo01
Darcy Kuemper,G,0,1,0,0,0,0,0,0,0,0,0,0,0,kuempda01
Rasmus Kupari,C,0,1,4,0,0,0,0,0,28,78,89,10,24,kuparra01
Maxime Lajoie,D,0,1,0,0,0,0,1,0,1,0,0,7,12,lajoima01
Brad Lambert,C,0,1,0,0,0,0,0,0,2,3,4,1,0,lambebr01
Kevin Lankinen,G,0,1,0,0,0,0,1,0,0,0,0,0,0,lankike01
John Leonard,LW,1,0,0,0,0,0,0,0,5,0,0,5,1,leonajo01
William Lockwood,RW,0,1,16,0,0,0,0,0,19,4,4,8,54,lockwwi01
Ukko-Pekka Luukkonen,G,0,1,8,0,0,0,0,0,0,0,0,0,0,luukkuk01
Alex Lyon,G,0,1,2,0,0,0,1,0,0,0,0,0,0,lyonal01
Mackenzie MacEachern,LW,0,1,0,0,0,0,0,0,4,0,0,2,10,maceama01
Logan Mailloux,D,0,1,0,0,0,0,0,0,2,0,0,1,1,mailllo01
Dylan McIlrath,D,0,1,5,0,0,0,0,0,1,0,0,1,9,mcilrdy01
Marc McLaughlin,F,1,0,0,0,0,0,0,0,2,1,3,1,4,mclauma01
Waltteri Merela,F,1,0,4,0,0,0,0,0,17,1,3,6,32,merelwa01
Jacob Moverare,D,1,0,6,0,0,0,0,0,11,0,0,23,12,moverja01
Shakir Mukhamadullin,D,0,1,4,0,0,0,1,0,5,0,0,11,5,mukhash01
Frank Nazar,C,1,0,0,0,0,0,0,0,2,7,15,1,0,nazarfr01
Nikita Nesterenko,C,1,0,0,0,0,0,0,0,7,0,0,0,7,nesteni02
Jason Polin,F,1,0,2,0,0,0,0,0,6,1,1,1,14,polinja01
Jonathan Quick,G,0,1,8,0,0,0,0,0,0,0,0,0,0,quickjo01
Aku Raty,RW,0,1,0,0,0,0,0,0,0,0,0,0,2,ratyak01
Calle Rosén,D,0,1,2,0,0,0,0,0,5,0,0,7,2,rosenca01
Ilya Samsonov,G,0,1,0,0,0,0,0,0,0,0,0,0,0,samsoil01
Ryan Shea,D,1,0,6,0,0,0,0,0,17,0,0,24,24,sheary01
Igor Shesterkin,G,0,1,6,0,0,0,0,0,1,0,0,0,0,shestig01
Jack St. Ivany,D,0,1,2,0,0,0,0,0,11,0,0,14,30,stivajo01
Oskar Steen,C,1,0,4,0,0,0,0,0,24,0,3,19,79,steenos01
Jack Studnicka,C,1,0,6,0,0,0,0,0,20,61,92,11,36,studnja01
Jack Studnicka,C,1,0,0,0,0,0,0,0,4,4,7,1,8,studnja01
Jack Studnicka,C,0,0,6,0,0,0,0,0,16,57,85,10,28,studnja01
Jeremy Swayman,G,0,1,0,0,0,0,1,0,1,0,0,0,0,swaymje01
Linus Ullmark,G,0,1,2,0,0,0,0,1,0,0,0,0,0,ullmali01
Vítek Vaněček,G,0,1,0,0,0,0,0,0,0,0,0,0,0,vanecvi01
Egor Afanasyev,LW,0,0,0,0,0,0,0,0,5,0,0,2,6,afanaeg01
Emil Andrae,D,0,0,0,0,0,0,0,0,0,0,0,6,5,andraem01
Tyler Angle,C,0,0,0,0,0,0,0,0,0,3,6,1,5,anglety01
Justus Annunen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,annunju01
Kenneth Appleby,G,0,0,0,0,0,0,0,0,0,0,0,0,0,appleke01
Yaroslav Askarov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,askarya01
Zach Aston-Reese,C,0,0,2,0,0,0,0,0,1,0,0,0,3,astonza01
Arshdeep Bains,F,0,0,6,0,0,0,0,0,4,0,2,2,7,bainsar01
Tobias Björnfot,D,0,0,2,0,0,0,0,0,1,0,0,7,4,bjornto01
Tobias Björnfot,D,0,0,0,0,0,0,0,0,0,0,0,1,1,bjornto01
Tobias Björnfot,D,0,0,2,0,0,0,0,0,0,0,0,4,1,bjornto01
Tobias Björnfot,D,0,0,0,0,0,0,0,0,1,0,0,2,2,bjornto01
Mackenzie Blackwood,G,0,0,2,0,0,0,0,0,0,0,0,0,0,blackma01
Jackson Blake,RW,0,0,0,0,0,0,0,0,2,0,0,0,0,blakeja02
Anton Blidh,LW,0,0,2,0,0,0,0,0,1,0,0,0,1,blidhan01
Robert Bortuzzo,D,0,0,27,0,0,0,0,0,11,0,0,51,38,borturo01
Robert Bortuzzo,D,0,0,7,0,0,0,0,0,1,0,0,3,5,borturo01
Robert Bortuzzo,D,0,0,20,0,0,0,0,0,10,0,0,48,33,borturo01
Mavrik Bourque,C,0,0,0,0,0,0,0,0,2,2,4,0,1,bourqma01
Shane Bowers,C,0,0,0,0,0,0,0,0,7,7,15,3,3,bowersh01
Gavin Brindley,C,0,0,0,0,0,0,0,0,0,0,0,0,0,brindga01
Laurent Brossoit,G,0,0,2,0,0,0,0,0,0,0,0,0,0,brossla01
Callahan Burke,C,0,0,0,0,0,0,0,0,0,0,0,0,3,burkeca01
Cameron Butler,F,0,0,0,0,0,0,0,0,0,0,0,0,0,butleca01
Jack Campbell,G,0,0,0,0,0,0,0,0,0,0,0,0,0,campbja01
Declan Carlile,D,0,0,0,0,0,0,0,0,0,0,0,2,1,carlide01
Magnus Chrona,G,0,0,0,0,0,0,0,0,0,0,0,0,0,chronma01
Graeme Clarke,RW,0,0,2,0,0,0,0,0,2,0,1,0,6,clarkgr01
Dylan Coghlan,D,0,0,0,0,0,0,0,0,3,0,0,3,1,coghldy01
Eric Comrie,G,0,0,0,0,0,0,0,0,0,0,0,0,0,comrier01
Lucas Condotta,F,0,0,0,0,0,0,0,0,2,5,5,1,5,condolu01
Devin Cooley,G,0,0,0,0,0,0,0,0,0,0,0,0,0,coolede01
Pheonix Copley,G,0,0,0,0,0,0,0,0,0,0,0,0,0,copleph01
Cameron Crotty,D,0,0,0,0,0,0,0,0,0,0,0,2,4,crottca01
Joey Daccord,G,0,0,0,0,0,0,0,0,0,0,0,0,0,daccojo01
Zach Dean,C,0,0,6,0,0,0,0,0,10,21,21,5,10,deanza01
Ethan Del Mastro,D,0,0,0,0,0,0,0,0,0,0,0,0,2,delmaet01
Grigori Denisenko,LW,0,0,2,0,0,0,0,0,5,0,0,2,14,denisgr01
Louis Domingue,G,0,0,0,0,0,0,0,0,0,0,0,0,0,dominlo01
Lukáš Dostál,G,0,0,8,0,0,0,0,0,0,0,0,0,0,dostalu01
Chris Driedger,G,0,0,0,0,0,0,0,0,0,0,0,0,0,driedch01
Pierrick Dube,F,0,0,2,0,0,0,0,0,3,0,1,3,2,dubepi01
Samuel Ersson,G,0,0,4,0,0,0,0,0,0,0,0,0,0,erssosa01
Ivan Fedotov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,fedotiv01
Cale Fleury,D,0,0,0,0,0,0,0,0,1,0,0,0,3,fleurca01
Rhett Gardner,C,0,0,0,0,0,0,0,0,0,2,0,1,1,gardnrh01
Adam Gaudette,C,0,0,4,0,0,0,0,0,0,0,0,1,4,gaudead01
Glenn Gawdin,C,0,0,2,0,0,0,0,0,0,2,3,1,4,gawdigl01
John Gibson,G,0,0,12,0,0,0,0,0,0,0,0,0,0,gibsojo02
Gage Goncalves,C,0,0,6,0,0,0,0,0,0,0,1,0,2,goncaga01
Jet Greaves,G,0,0,0,0,0,0,0,0,0,0,0,0,0,greavje01
Max Guenette,D,0,0,2,0,0,0,0,0,6,0,0,6,6,guenema01
Robert Hägg,D,0,0,4,0,0,0,0,0,6,0,0,10,21,haggro01
Brian Halonen,F,0,0,0,0,0,0,0,0,2,0,1,0,2,halonbr01
John Hayden,C,0,0,0,0,0,0,0,0,1,1,1,1,3,haydejo01
Emil Heineman,LW,0,0,0,0,0,0,0,0,0,0,2,1,7,heineem01
Magnus Hellberg,G,0,0,0,0,0,0,0,0,0,0,0,0,0,hellbma01
Connor Hellebuyck,G,0,0,2,0,0,0,0,0,0,0,0,0,0,helleco01
Akito Hirose,D,0,0,0,0,0,0,0,0,0,0,0,5,3,hirosak01
Michael Hutchinson,G,0,0,0,0,0,0,0,0,0,0,0,0,0,hutchmi01
Grant Hutton,D,0,0,0,0,0,0,0,0,0,0,0,1,4,huttogr01
Bokondji Imama,LW,0,0,7,0,0,0,0,0,1,0,0,1,22,imamabo01
Vincent Iorio,D,0,0,0,0,0,0,0,0,6,0,0,3,3,ioriovi01
Jonas Johansson,G,0,0,0,0,0,0,0,0,0,0,0,0,0,johanjo03
Marc Johnstone,F,0,0,0,0,0,0,0,0,0,1,0,0,2,johnsma04
Martin Jones,G,0,0,0,0,0,0,0,0,0,0,0,0,0,jonesma02
Linus Karlsson,C,0,0,0,0,0,0,0,0,4,2,7,2,3,karlsli01
Philip Kemp,D,0,0,0,0,0,0,0,0,0,0,0,0,0,kempph01
Jujhar Khaira,LW,0,0,0,0,0,0,0,0,1,0,2,1,1,khairju01
Justin Kirkland,LW,0,0,0,0,0,0,0,0,1,8,4,1,5,kirklju01
Patrik Koch,D,0,0,10,0,0,0,0,0,1,0,0,1,4,kochpa01
Pyotr Kochetkov,G,0,0,8,0,0,0,0,0,0,0,0,0,1,kochepy01
Joona Koppanen,LW,0,0,0,0,0,0,0,0,4,2,8,2,3,koppajo01
Jiri Kulich,C,0,0,0,0,0,0,0,0,1,0,1,0,1,kulicji01
Yan Kuznetsov,D,0,0,0,0,0,0,0,0,2,0,0,1,0,kuzneya01
Samuel Laberge,W,0,0,0,0,0,0,0,0,0,0,0,0,3,labersa01
Raphael Lavoie,C,0,0,2,0,0,0,0,0,4,0,2,1,13,lavoira01
Jake Leschyshyn,C,0,0,0,0,0,0,0,0,0,0,0,1,0,leschja01
Devon Levi,G,0,0,0,0,0,0,0,0,0,0,0,0,0,levide01
Kole Lind,RW,0,0,0,0,0,0,0,0,0,0,1,0,2,lindko01
Oskar Lindblom,LW,0,0,0,0,0,0,0,0,0,0,0,1,1,lindbos01
Charlie Lindgren,G,0,0,0,0,0,0,0,0,0,0,0,0,0,lindgch01
Connor Mackey,D,0,0,5,0,0,0,0,0,1,0,0,3,1,mackeco01
Spencer Martin,G,0,0,0,0,0,0,0,0,0,0,0,0,0,martisp01
Spencer Martin,G,0,0,0,0,0,0,0,0,0,0,0,0,0,martisp01
Spencer Martin,G,0,0,0,0,0,0,0,0,0,0,0,0,0,martisp01
Nikolas Matinpalo,D,0,0,0,0,0,0,0,0,2,0,0,2,4,matinni01
Max McCormick,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,mccorma01
Hugh McGing,LW,0,0,0,0,0,0,0,0,4,1,6,3,7,mcginhu01
Cole McWard,D,0,0,0,0,0,0,0,0,1,0,0,0,0,mcwarco01
Jayson Megna,C,0,0,0,0,0,0,0,0,0,0,0,0,0,megnaja01
Georgii Merkulov,F,0,0,0,0,0,0,0,0,3,6,22,4,2,merkuge01
Elvis Merzļikins,G,0,0,4,0,0,0,0,0,0,0,0,0,0,merzlel01
Victor Mete,D,0,0,0,0,0,0,0,0,0,0,0,1,0,metevi01
Fraser Minten,C,0,0,2,0,0,0,0,0,3,18,19,1,4,mintefr01
Logan Morrison,F,0,0,0,0,0,0,0,0,6,14,17,8,2,morrilo01
Scott Morrow,D,0,0,0,0,0,0,0,0,6,0,0,2,1,morrosc02
Petr Mrázek,G,0,0,14,0,0,0,0,0,0,0,0,0,0,mrazepe01
Brett Murray,LW,0,0,2,0,0,0,0,0,1,1,0,0,5,murrabr02
Matt Murray,G,0,0,0,0,0,0,0,0,0,0,0,0,0,murrama03
Philippe Myers,D,0,0,2,0,0,0,0,0,6,0,0,6,8,myersph01
Bradly Nadeau,LW,0,0,0,0,0,0,0,0,3,0,0,1,0,nadeabr01
Riley Nash,C,0,0,0,0,0,0,0,0,1,2,2,0,1,nashri02
Alex Nedeljkovic,G,0,0,0,0,0,0,0,0,0,0,0,0,0,nedelal01
Jake Oettinger,G,0,0,2,0,0,0,0,0,0,0,0,0,0,oettija01
Oskar Olausson,RW,0,0,0,0,0,0,0,0,2,0,0,2,2,olausos01
Gustav Olofsson,D,0,0,0,0,0,0,0,0,0,0,0,3,0,olofsgu01
Zack Ostapchuk,C,0,0,0,0,0,0,0,0,5,11,30,6,13,ostapza01
Brennan Othmann,LW,0,0,0,0,0,0,0,0,6,0,0,1,6,othmabr01
Jiří Patera,G,0,0,0,0,0,0,0,0,0,0,0,0,0,paterji01
Ondrej Pavel,F,0,0,2,0,0,0,0,0,3,3,6,0,1,pavelon02
Yaniv Perets,G,0,0,0,0,0,0,0,0,0,0,0,0,0,peretya01
Calvin Petersen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,peterca01
Jacob Peterson,C,0,0,2,0,0,0,0,0,3,15,33,5,6,peterja01
Alexander Petrovic,D,0,0,0,0,0,0,0,0,2,0,0,0,2,petroal01
Calvin Pickard,G,0,0,2,0,0,0,0,0,0,0,0,0,0,pickaca01
Rem Pitlick,C,0,0,2,0,0,0,0,0,13,5,5,6,9,pitlire01
Andrew Poturalski,C,0,0,0,0,0,0,0,0,0,3,0,0,0,poturan01
Samuel Poulin,RW,0,0,2,0,0,0,0,0,2,5,7,3,5,poulisa01
Derrick Pouliot,D,0,0,0,0,0,0,0,0,5,0,0,5,4,poulide01
Ivan Prosvetov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,prosviv01
Antti Raanta,G,0,0,0,0,0,0,0,0,0,0,0,0,0,raantan01
Adam Raška,RW,0,0,0,0,0,0,0,0,0,0,0,1,12,raskaad01
Pavol Regenda,F,0,0,2,0,0,0,0,0,7,1,5,5,11,regenpa01
James Reimer,G,0,0,4,0,0,0,0,0,0,0,0,0,0,reimeja01
Marshall Rifai,D,0,0,0,0,0,0,0,0,1,0,0,1,4,rifaima01
David Rittich,G,0,0,0,0,0,0,0,0,0,0,0,0,0,rittida01
Georgi Romanov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,romange01
Filip Roos,D,0,0,0,0,0,0,0,0,2,0,0,2,8,roosfi01
Isak Rosen,RW,0,0,0,0,0,0,0,0,8,1,5,2,0,rosenis01
Scott Sabourin,F,0,0,9,0,0,0,0,0,3,0,2,1,10,sabousc01
Mackie Samoskevich,RW,0,0,0,0,0,0,0,0,11,0,1,3,5,samosma01
Felix Sandström,G,0,0,0,0,0,0,0,0,0,0,0,0,0,sandsfe01
Matthew Savoie,C,0,0,0,0,0,0,0,0,0,0,0,0,0,savoima01
Brandon Scanlin,D,0,0,0,0,0,0,0,0,0,0,0,0,1,scanlbr01
Cole Schwindt,RW,0,0,2,0,0,0,0,0,1,6,2,1,5,schwico01
Brett Seney,LW,0,0,6,0,0,0,0,0,1,4,8,6,9,seneybr01
Hunter Shepard,G,0,0,0,0,0,0,0,0,0,0,0,0,0,shepahu01
Arturs Silovs,G,0,0,0,0,0,0,0,0,0,0,0,0,0,silovar01
Stuart Skinner,G,0,0,0,0,0,0,0,0,0,0,0,0,0,skinnst01
Joe Snively,F,0,0,0,0,0,0,0,0,0,0,0,0,1,snivejo01
Arvid Söderblom,G,0,0,0,0,0,0,0,0,0,0,0,0,0,soderar01
Victor Söderström,D,0,0,0,0,0,0,0,0,1,0,0,6,3,sodervi01
Justin Sourdif,RW,0,0,0,0,0,0,0,0,2,0,0,2,5,sourdju01
Alex Steeves,F,0,0,0,0,0,0,0,0,1,0,0,0,6,steeval02
Marián Studenič,RW,0,0,2,0,0,0,0,0,1,0,0,0,4,studema01
Malcolm Subban,G,0,0,0,0,0,0,0,0,0,0,0,0,0,subbama01
Maksymilian Szuber,D,0,0,2,0,0,0,0,0,1,0,0,1,2,szubema01
Mads Søgaard,G,0,0,0,0,0,0,0,0,0,0,0,0,0,sogaama01
Daniil Tarasov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,tarasda02
Jack Thompson,D,0,0,0,0,0,0,0,0,4,0,0,3,4,thompja01
Jack Thompson,D,0,0,0,0,0,0,0,0,1,0,0,0,2,thompja01
Jack Thompson,D,0,0,0,0,0,0,0,0,3,0,0,3,2,thompja01
Matt Tomkins,G,0,0,0,0,0,0,0,0,0,0,0,0,0,tomkima01
Semyon Varlamov,G,0,0,0,0,0,0,0,0,0,0,0,0,0,varlasi01
Matt Villalta,G,0,0,0,0,0,0,0,0,0,0,0,0,0,villama01
Daniel Vladař,G,0,0,0,0,0,0,0,0,0,0,0,0,0,vladada01
Samuel Walker,C,0,0,0,0,0,0,0,0,3,0,1,1,2,walkesa01
Jesper Wallstedt,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wallsje01
Scott Wedgewood,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wedgesc01
Colin White,C,0,0,4,0,0,0,0,0,16,48,77,12,22,whiteco02
Colin White,C,0,0,2,0,0,0,0,0,8,12,5,5,11,whiteco02
Colin White,C,0,0,2,0,0,0,0,0,8,36,72,7,11,whiteco02
Ryan Winterton,C,0,0,0,0,0,0,0,0,10,0,1,4,10,wintery01
Dustin Wolf,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wolfdu01
Joseph Woll,G,0,0,0,0,0,0,0,0,0,0,0,0,0,wolljo01
