Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Jake Evans,C,13,16,22,0,0,0,0,1,124,461,465,37,88,evansja02
Derek Grant,C,15,14,27,2,1,1,0,1,117,204,216,49,69,grantde01
Jesperi Kotkaniemi,C,12,17,37,0,0,3,4,0,81,176,168,15,74,kotkaje01
Isac Lundeström,C,16,13,8,0,4,3,0,0,83,391,488,55,38,lundeis01
Marcus Johansson,C,9,20,4,3,0,2,7,0,111,41,57,26,31,johanma03
Marcus Johansson,C,6,17,4,3,0,1,6,0,81,31,49,18,17,johanma03
Marcus Johansson,C,3,3,0,0,0,1,1,0,30,10,8,8,14,johanma03
Teddy Blueger,C,9,19,10,0,1,0,0,1,93,357,315,32,87,bluegte01
T.J. Brodie,D,4,24,34,0,0,0,1,2,68,0,0,106,53,broditj01
Dustin Brown,RW,9,19,20,1,0,0,2,0,146,2,8,20,88,browndu01
Cody Ceci,D,5,23,14,0,0,0,0,3,102,0,0,121,117,cecico01
Samuel Girard,D,5,23,20,0,0,1,7,0,79,0,0,90,65,girarsa01
Ryan Graves,D,6,22,24,0,0,0,0,0,111,0,0,135,90,gravery01
Patric Hörnqvist,RW,11,17,19,3,0,0,4,0,165,8,13,23,112,hornqpa01
Adam Pelech,D,3,25,42,0,0,0,0,2,104,0,0,128,99,pelecad01
Brett Pesce,D,7,21,39,1,0,3,2,0,148,0,0,99,39,pescebr01
Colton Sissons,C,7,21,30,1,0,0,3,0,87,719,573,44,188,sissoco01
Chris Tanev,D,6,22,22,0,0,3,0,0,88,0,0,158,52,tanevch01
Rasmus Asplund,F,8,19,10,2,1,1,2,0,130,26,35,14,30,asplura01
Mathew Dumba,D,7,20,47,1,0,1,4,0,116,0,0,84,114,dumbama01
Sean Durzi,D,3,24,55,2,0,0,13,1,119,0,0,121,74,durzise01
Jordan Greenway,LW,10,17,69,1,0,3,1,0,110,18,31,31,155,greenjo02
Arthur Kaliyev,RW,14,13,37,6,0,2,3,0,194,0,0,12,31,kaliyar01
Ondřej Kaše,RW,14,13,14,4,1,2,4,0,119,2,9,32,29,kaseon01
Pat Maroon,LW,11,16,134,3,0,0,3,0,102,15,15,11,160,maroopa01
Jeff Petry,D,6,21,36,0,0,1,3,1,124,0,0,117,140,petryje01
Michael Rasmussen,C,15,12,66,0,0,2,2,0,128,410,409,65,142,rasmumi01
Eric Robinson,LW,10,17,18,0,2,1,0,0,104,2,2,20,95,robiner01
Chris Wideman,D,4,23,67,0,0,1,12,0,76,0,0,46,44,widemch01
Hampus Lindholm,D,5,22,46,1,0,1,4,1,142,0,0,92,70,lindhha01
Hampus Lindholm,D,5,17,42,1,0,1,3,1,119,0,0,77,55,lindhha01
Hampus Lindholm,D,0,5,4,0,0,0,1,0,23,0,0,15,15,lindhha01
Nick Bonino,C,16,10,18,3,1,0,4,0,137,475,450,102,34,boninni01
Kirby Dach,C,9,17,43,2,0,0,4,1,116,179,366,44,49,dachki01
Warren Foegele,LW,12,14,24,2,0,3,1,0,142,13,15,15,127,foegewa01
Garnet Hathaway,RW,14,12,57,0,0,4,0,1,124,10,18,62,250,hathaga01
David Kämpf,C,11,15,20,0,2,1,0,2,102,616,549,26,80,kampfda01
Oskar Lindblom,LW,12,14,22,0,0,1,1,0,127,8,14,48,83,lindbos01
Eetu Luostarinen,C,9,17,12,0,2,4,1,1,84,321,481,46,103,luostee01
Ryan McDonagh,D,4,22,16,0,0,0,1,0,85,0,1,137,96,mcdonry01
Vasily Podkolzin,RW,14,12,26,2,0,3,1,0,115,8,11,33,84,podkova01
Ben Chiarot,D,9,17,48,2,0,1,1,1,143,0,0,130,157,chiarbe01
Ben Chiarot,D,7,11,42,1,0,1,1,1,96,0,0,91,110,chiarbe01
Ben Chiarot,D,2,6,6,1,0,0,0,0,47,0,0,39,47,chiarbe01
Jake Bean,D,7,18,26,0,0,2,4,1,90,0,0,71,41,beanja01
Jack Eichel,C,14,11,10,3,0,2,5,0,133,184,195,35,45,eicheja01
Vinnie Hinostroza,C,13,12,24,1,0,2,0,0,92,12,16,13,25,hinosvi01
Mattias Janmark,C,9,16,21,0,2,1,0,1,89,11,16,28,19,janmama02
Erik Johnson,D,8,17,24,0,1,1,1,1,139,0,0,136,165,johnser01
Adam Larsson,D,8,17,55,0,0,3,1,0,119,0,0,140,183,larssad01
Esa Lindell,D,4,21,12,0,1,0,3,2,136,0,1,148,111,lindees01
John Marino,D,1,24,23,0,0,0,2,2,90,0,0,88,73,marinjo01
T.J. Oshie,C,11,14,18,4,0,1,6,1,77,72,97,30,86,oshietj01
Jason Spezza,C,12,13,26,3,0,1,7,0,97,305,272,24,31,spezzja01
Nic Dowd,C,10,14,44,0,1,0,1,0,90,506,437,53,139,dowdni01
Tyler Ennis,C,8,16,16,1,0,1,3,0,89,20,9,24,70,ennisty01
Dante Fabbro,D,3,21,24,0,0,0,0,0,88,0,0,105,69,fabbrda01
Brendan Gallagher,RW,7,17,69,5,0,0,2,0,142,13,22,29,54,gallabr01
Matt Grzelcyk,D,4,20,24,0,0,2,5,0,118,0,0,83,40,grzelma01
Barrett Hayton,C,10,14,20,2,0,1,3,0,82,415,447,33,84,haytoba01
Keegan Kolesar,RW,7,17,68,1,1,0,0,0,94,76,112,46,246,koleske01
Dmitry Kulikov,D,7,17,39,0,0,2,0,0,74,0,0,103,100,kulikdm01
Blake Lizotte,C,10,14,28,0,1,2,0,2,91,313,294,12,74,lizotbl01
Logan O'Connor,RW,8,16,38,0,1,1,0,3,127,5,17,59,100,oconnlo01
Yakov Trenin,C,17,7,46,0,0,2,0,0,136,12,23,33,191,treniya01
Oliver Wahlstrom,RW,13,11,74,5,0,2,3,0,157,6,8,19,101,wahlsol01
Filip Zadina,RW,10,14,10,4,0,1,4,0,154,5,5,34,57,zadinfi01
Nick Leddy,D,3,21,22,0,0,0,6,0,71,0,0,67,37,leddyni01
Nick Leddy,D,1,15,16,0,0,0,5,0,52,0,0,49,31,leddyni01
Nick Leddy,D,2,6,6,0,0,0,1,0,19,0,0,18,6,leddyni01
Rūdolfs Balcers,LW,11,12,20,0,0,1,0,1,98,8,12,43,115,balceru01
Jesper Boqvist,C,10,13,10,0,0,1,1,0,74,168,282,16,31,boqvije01
Noah Gregor,C,8,15,25,0,0,1,3,0,156,12,23,49,118,gregono01
Justin Holl,D,3,20,41,0,1,1,0,2,64,0,0,104,129,hollju01
Timothy Liljegren,D,5,18,14,1,0,0,1,0,79,0,0,60,87,liljeti01
Anthony Mantha,RW,9,14,14,0,0,0,2,0,82,3,1,18,46,manthan01
Sean Monahan,C,8,15,24,5,0,2,8,0,111,414,365,24,59,monahse01
Justin Schultz,D,4,19,16,2,0,1,3,0,92,0,0,87,40,schulju01
Jaden Schwartz,C,8,15,14,1,0,0,3,0,101,17,18,13,42,schwaja01
Anton Strålman,D,8,15,12,0,0,1,0,0,95,0,0,100,99,stralan01
Eeli Tolvanen,RW,11,12,16,1,0,1,5,0,151,0,1,45,176,tolvaee01
Nicolas Aubé-Kubel,RW,11,12,47,0,0,2,0,0,87,3,9,18,140,aubekni01
Nicolas Aubé-Kubel,RW,0,1,6,0,0,0,0,0,9,0,0,1,17,aubekni01
Nicolas Aubé-Kubel,RW,11,11,41,0,0,2,0,0,78,3,9,17,123,aubekni01
Oskar Sundqvist,C,8,15,29,0,0,1,0,0,70,75,107,29,70,sundqos01
Oskar Sundqvist,C,4,11,12,0,0,0,0,0,50,61,70,19,49,sundqos01
Oskar Sundqvist,C,4,4,17,0,0,1,0,0,20,14,37,10,21,sundqos01
Nick Ritchie,LW,12,11,43,1,0,0,3,0,93,0,4,22,153,ritchni01
Nick Ritchie,LW,2,7,23,1,0,0,3,0,52,0,3,13,79,ritchni01
Nick Ritchie,LW,10,4,20,0,0,0,0,0,41,0,1,9,74,ritchni01
Adam Boqvist,D,11,11,12,3,0,1,3,0,64,0,0,47,26,boqviad01
Alex Chiasson,RW,13,9,24,6,0,2,4,0,98,10,13,18,68,chiasal01
Filip Chytil,C,8,14,14,0,0,1,1,0,135,135,176,27,24,chytifi01
Nick Cousins,C,9,13,31,3,0,1,1,0,103,23,26,28,66,cousini01
Jonathan Dahlén,C,12,10,12,3,0,2,4,0,105,0,1,34,16,dahlejo01
Joonas Donskoi,RW,2,20,14,0,0,0,3,1,89,5,9,31,36,donskjo01
Morgan Geekie,C,7,15,18,0,0,0,4,0,97,351,318,23,55,geekimo01
Peyton Krebs,C,7,15,22,0,0,2,10,0,56,61,112,8,25,krebspe01
Peyton Krebs,C,0,0,2,0,0,0,0,0,10,3,5,3,6,krebspe01
Peyton Krebs,C,7,15,20,0,0,2,10,0,46,58,107,5,19,krebspe01
Luke Kunin,C,13,9,99,0,0,0,2,0,125,48,61,51,223,kuninlu01
Jake McCabe,D,4,18,33,0,0,0,0,0,80,0,0,167,166,mccabja01
Brock McGinn,LW,12,10,14,0,0,2,0,0,99,16,28,50,94,mcginbr01
Alexander Radulov,RW,4,18,30,1,0,2,7,0,92,10,12,48,43,radulal01
Derek Ryan,C,10,12,8,0,0,2,0,1,72,286,226,38,38,ryande01
P.K. Subban,D,5,17,82,0,0,1,0,1,114,0,0,90,69,subbapk01
Nikita Zadorov,D,4,18,77,0,0,0,0,0,106,0,0,49,181,zadorni01
Artem Zub,D,6,16,60,0,0,0,0,0,92,0,0,124,155,zubar01
Taylor Raddysh,RW,11,11,10,3,1,1,1,0,104,6,10,21,103,raddyta01
Taylor Raddysh,RW,5,7,8,0,1,1,1,0,61,6,9,17,62,raddyta01
Taylor Raddysh,RW,6,4,2,3,0,0,0,0,43,0,1,4,41,raddyta01
Brian Boyle,C,11,10,27,0,1,1,0,0,87,165,200,39,95,boylebr01
Jakob Chychrun,D,7,14,47,1,0,2,0,0,141,0,0,66,51,chychja01
Alex Galchenyuk,C,6,15,32,0,0,0,1,0,89,214,195,24,67,galchal01
Nick Jensen,D,5,16,21,0,0,1,0,0,88,0,0,92,135,jenseni02
Duncan Keith,D,1,20,22,0,0,1,2,0,79,0,0,114,22,keithdu01
Philipp Kurashev,C,6,15,12,2,0,1,3,0,86,51,70,30,31,kurasph01
Adam Lowry,LW,13,8,59,0,3,0,2,2,115,564,500,43,231,lowryad01
Milan Lucic,LW,10,11,84,2,0,0,1,0,95,19,15,22,209,lucicmi01
Ryan McLeod,C,9,12,12,2,0,1,3,0,82,248,277,25,28,mcleory01
Ryan Pulock,D,5,16,2,2,0,0,4,1,122,0,0,130,86,pulocry01
Matt Roy,D,2,19,28,0,0,0,2,2,153,0,0,103,124,royma04
Jakob Silfverberg,LW,5,16,30,1,0,0,4,0,120,8,16,40,16,silfvja01
Carson Soucy,D,10,11,47,0,1,1,2,1,97,0,0,73,118,soucyca01
Mason Appleton,C,8,13,30,0,0,3,0,0,98,7,15,20,64,applema01
Mason Appleton,C,6,11,14,0,0,2,0,0,68,7,13,12,39,applema01
Mason Appleton,C,2,2,16,0,0,1,0,0,30,0,2,8,25,applema01
Zach Sanford,LW,9,12,50,1,0,0,2,0,104,5,17,67,169,sanfoza01
Zach Sanford,LW,9,8,37,1,0,0,2,0,85,4,14,55,131,sanfoza01
Zach Sanford,LW,0,4,13,0,0,0,0,0,19,1,3,12,38,sanfoza01
Johan Larsson,LW,7,14,32,2,0,1,1,0,44,195,227,25,70,larssjo02
Johan Larsson,LW,6,9,30,1,0,1,1,0,30,194,223,21,53,larssjo02
Johan Larsson,LW,1,5,2,1,0,0,0,0,14,1,4,4,17,larssjo02
Owen Tippett,RW,10,11,12,1,0,1,2,0,126,21,34,16,98,tippeow01
Owen Tippett,RW,6,8,10,0,0,0,1,0,73,19,33,12,62,tippeow01
Owen Tippett,RW,4,3,2,1,0,1,1,0,53,2,1,4,36,tippeow01
Brett Kulak,D,5,16,45,0,0,0,0,1,92,0,0,63,103,kulakbr01
Brett Kulak,D,3,10,33,0,0,0,0,1,63,0,0,48,64,kulakbr01
Brett Kulak,D,2,6,12,0,0,0,0,0,29,0,0,15,39,kulakbr01
Victor Rask,C,9,12,2,0,0,1,1,0,58,89,87,5,15,raskvi01
Victor Rask,C,5,8,2,0,0,0,0,0,30,83,83,2,9,raskvi01
Victor Rask,C,4,4,0,0,0,1,1,0,28,6,4,3,6,raskvi01
Pierre-Édouard Bellemare,LW,9,11,19,0,1,1,0,0,72,483,452,44,88,bellepi01
William Carrier,LW,9,11,34,0,0,0,0,0,120,4,4,24,159,carriwi01
Brenden Dillon,D,3,17,67,0,0,0,0,0,85,0,0,108,212,dillobr01
Jonathan Drouin,LW,6,14,23,0,0,0,4,0,62,31,35,11,27,drouijo01
Brett Howden,C,9,11,12,0,0,2,0,2,39,140,151,36,62,howdebr01
Michael McLeod,C,6,14,52,0,0,0,0,1,78,604,451,34,145,mcleomi01
Jonathon Merrill,D,4,16,22,0,0,0,0,0,59,0,0,112,46,merrijo01
K'Andre Miller,D,7,13,24,1,0,2,0,0,102,0,0,95,151,milleka01
Ty Smith,D,5,15,22,0,0,0,4,0,77,0,0,73,45,smithty01
Sam Steel,C,6,14,16,0,0,1,3,0,66,203,209,27,37,steelsa01
Alexandre Texier,C,11,9,12,0,1,0,0,1,59,20,37,12,13,texieal01
Colin Blackwell,C,10,10,14,0,2,1,0,0,77,83,86,24,91,blackco01
Colin Blackwell,C,8,9,4,0,2,1,0,0,61,39,45,16,57,blackco01
Colin Blackwell,C,2,1,10,0,0,0,0,0,16,44,41,8,34,blackco01
Nico Sturm,C,9,11,14,1,1,0,0,0,101,312,277,29,99,sturmni01
Nico Sturm,C,9,8,8,1,1,0,0,0,73,194,179,22,61,sturmni01
Nico Sturm,C,0,3,6,0,0,0,0,0,28,118,98,7,38,sturmni01
Tyson Jost,C,8,12,34,0,0,2,0,1,97,172,254,37,55,jostty01
Tyson Jost,C,6,8,30,0,0,0,0,1,76,118,182,29,44,jostty01
Tyson Jost,C,2,4,4,0,0,2,0,0,21,54,72,8,11,jostty01
Daniel Sprong,RW,14,6,8,2,0,0,0,0,153,0,4,12,43,spronda01
Daniel Sprong,RW,8,6,8,0,0,0,0,0,102,0,2,12,35,spronda01
Daniel Sprong,RW,6,0,0,2,0,0,0,0,51,0,2,0,8,spronda01
Kieffer Bellows,LW,6,13,19,0,0,2,4,0,79,0,1,14,103,belloki01
Sam Carrick,C,11,8,85,0,0,0,0,0,80,204,209,21,122,carrisa01
Ian Cole,D,2,17,83,0,0,1,0,1,77,0,0,104,110,coleia01
Alexander Edler,D,3,16,34,0,0,1,0,1,54,0,0,70,56,edleral01
Loui Eriksson,LW,3,16,6,0,1,0,1,0,81,20,16,23,17,erikslo01
Adam Erne,LW,6,13,34,0,0,1,0,0,108,34,31,43,161,ernead01
Radek Faksa,C,5,14,52,1,1,1,0,1,89,383,312,68,129,faksara01
Nick Holden,D,5,14,12,0,0,1,0,0,75,0,1,112,115,holdeni01
Henri Jokiharju,D,3,16,20,0,0,0,4,0,83,0,0,60,73,jokihhe01
Zack Kassian,RW,6,13,63,2,0,1,0,0,58,3,4,6,154,kassiza01
Casey Mittelstadt,C,6,13,4,1,0,1,6,0,79,202,250,12,19,mitteca01
Marcus Pettersson,D,2,17,38,0,0,0,0,0,83,0,0,74,122,pettema01
Derek Stepan,C,9,10,14,0,0,0,0,0,96,248,196,25,29,stepade01
Evgeny Svechnikov,LW,7,12,38,0,0,1,0,0,78,3,4,22,104,svechev01
Jakub Vrána,LW,13,6,16,5,0,3,1,0,65,1,2,9,14,vranaja01
Zach Whitecloud,D,8,11,20,0,1,1,0,0,94,0,0,115,98,whiteza01
Keith Yandle,D,1,18,14,1,0,0,10,0,105,0,0,40,29,yandlke01
Derick Brassard,C,8,11,16,1,0,1,1,0,62,169,161,6,82,brassde01
Derick Brassard,C,6,10,10,1,0,0,1,0,46,158,150,4,61,brassde01
Derick Brassard,C,2,1,6,0,0,1,0,0,16,11,11,2,21,brassde01
Michael Amadio,C,11,7,15,0,0,2,0,0,64,30,42,16,42,amadimi01
Michael Amadio,C,0,0,0,0,0,0,0,0,2,0,2,0,3,amadimi01
Michael Amadio,C,11,7,15,0,0,2,0,0,62,30,40,16,39,amadimi01
Brian Dumoulin,D,3,15,24,0,0,0,0,0,91,0,0,139,88,dumoubr01
Trent Frederic,C,8,10,57,0,0,1,0,0,100,35,54,22,119,fredetr01
Zemgus Girgensons,C,10,8,27,3,0,1,1,0,92,143,144,25,81,girgeze01
Erik Gustafsson,D,3,15,14,0,0,0,4,0,79,0,0,55,45,gustaer02
Nils Höglander,LW,10,8,24,1,0,0,2,0,132,0,1,16,41,hoglani01
Kaapo Kakko,RW,7,11,10,1,0,2,1,0,62,1,6,15,8,kakkoka01
Ryan Lomberg,LW,9,9,92,0,0,1,0,1,91,1,6,7,117,lombery01
Scott Mayfield,D,3,15,55,0,0,2,0,1,80,0,0,109,77,mayfisc01
Connor McMichael,C,9,9,10,0,0,0,0,0,105,148,197,22,46,mcmicco01
Brayden McNabb,D,3,15,42,0,0,0,0,1,85,0,0,179,154,mcnabbr01
Tyler Myers,D,1,17,66,0,0,0,1,0,128,0,0,148,145,myersty01
Jan Rutta,D,3,15,47,0,0,0,0,0,86,0,0,71,93,ruttaja02
Chris Tierney,C,6,12,14,3,0,2,2,0,72,264,267,30,42,tiernch01
Nathan Bastian,RW,12,6,65,3,0,1,1,0,97,23,25,40,210,bastina01
Nathan Bastian,RW,1,1,31,0,0,0,0,0,10,2,2,6,16,bastina01
Nathan Bastian,RW,11,5,34,3,0,1,1,0,87,21,23,34,194,bastina01
Justin Braun,D,6,12,36,0,0,0,0,0,73,0,0,121,87,braunju01
Justin Braun,D,5,11,36,0,0,0,0,0,67,0,0,114,79,braunju01
Justin Braun,D,1,1,0,0,0,0,0,0,6,0,0,7,8,braunju01
Andreas Athanasiou,C,11,6,4,0,0,3,1,0,71,13,7,10,11,athanan01
Bowen Byram,D,5,12,12,1,0,2,0,0,49,0,0,26,53,byrambo01
Sean Couturier,C,6,11,14,2,0,2,3,1,79,238,190,18,22,coutuse01
Brandon Duhaime,RW,6,11,122,0,0,1,0,0,91,8,20,18,201,duhaibr01
Martin Fehérváry,D,8,9,26,0,1,2,0,1,96,0,0,117,251,feherma01
Erik Gudbranson,D,6,11,68,0,0,0,0,0,129,0,0,92,145,gudbrer01
Brad Hunt,D,3,14,12,0,0,0,2,0,67,0,0,48,22,huntbr01
Dryden Hunt,LW,6,11,52,0,0,2,0,0,94,5,15,17,153,huntdr01
Janne Kuokkanen,C,6,11,10,1,1,1,0,0,64,2,14,22,33,kuokkja01
Matthew Nieto,LW,6,11,19,0,0,0,0,0,82,2,11,47,96,nietoma01
Tomáš Nosek,C,3,14,32,0,0,1,0,2,84,362,310,34,85,nosekto01
Jamie Oleksiak,D,1,16,54,0,0,0,0,1,95,0,0,86,182,oleksja01
Jacob Peterson,C,12,5,12,0,0,5,1,0,85,59,56,23,22,peterja01
Ryan Poehling,C,9,8,6,2,0,1,0,0,91,227,262,28,40,poehlry01
Mike Reilly,D,4,13,32,0,1,0,3,0,135,0,0,54,94,reillmi01
David Savard,D,3,14,36,0,0,0,0,1,66,0,0,127,134,savarda01
Luke Schenn,D,5,12,61,0,1,1,0,0,78,0,0,96,273,schenlu01
Riley Sheahan,C,4,13,2,0,0,0,0,2,69,263,296,28,16,sheahri01
Trevor van Riemsdyk,D,1,16,40,0,0,0,0,1,75,0,0,129,25,vanritr01
Jason Zucker,LW,8,9,15,2,0,0,0,0,102,4,11,20,66,zuckeja01
Casey Cizikas,C,10,6,48,0,1,3,0,0,91,534,427,43,138,cizikca01
Max Comtois,LW,6,10,46,0,0,0,2,0,72,22,24,17,111,comtoma01
Morgan Frost,C,5,11,14,1,0,0,1,0,85,226,241,29,44,frostmo01
Luke Glendening,C,9,7,15,0,0,1,0,2,116,425,299,59,179,glendlu01
Radko Gudas,D,3,13,105,0,1,0,0,0,100,0,0,118,355,gudasra01
Curtis Lazar,C,8,8,16,0,0,0,0,1,95,136,142,51,186,lazarcu01
Trevor Lewis,C,6,10,12,0,1,1,1,0,108,77,105,40,176,lewistr01
Michael Raffl,LW,7,9,16,0,1,2,0,2,94,14,12,34,141,rafflmi01
Rasmus Ristolainen,D,2,14,38,0,0,0,1,0,97,0,0,125,230,ristora01
Rasmus Sandin,D,5,11,4,0,0,3,3,0,46,0,0,39,88,sandira01
Wayne Simmonds,RW,5,11,96,0,0,2,1,0,79,3,3,11,148,simmowa01
Marc Staal,D,3,13,28,0,0,1,0,0,76,0,0,75,94,staalma01
Austin Watson,LW,10,6,91,0,1,1,0,0,88,7,13,63,213,watsoau01
Andrew Cogliano,LW,4,12,20,0,1,0,0,1,75,8,13,31,104,coglian01
Andrew Cogliano,LW,4,11,12,0,1,0,0,1,58,8,12,21,82,coglian01
Andrew Cogliano,LW,0,1,8,0,0,0,0,0,17,0,1,10,22,coglian01
Josh Manson,D,6,10,65,0,0,0,0,0,92,0,0,70,179,mansojo01
Josh Manson,D,4,5,53,0,0,0,0,0,61,0,0,45,116,mansojo01
Josh Manson,D,2,5,12,0,0,0,0,0,31,0,0,25,63,mansojo01
Brandon Carlo,D,6,9,31,0,1,0,1,0,125,0,0,104,143,carlobr01
Cal Clutterbuck,RW,6,9,10,0,1,1,0,0,74,11,4,23,229,cluttca01
Carl Grundström,RW,9,6,26,0,0,1,0,0,83,6,13,19,134,grundca01
Darren Helm,C,7,8,14,0,1,1,0,1,93,103,130,27,114,helmda01
Caleb Jones,D,5,10,18,0,0,1,1,0,57,0,0,58,77,jonesca01
Juho Lammikko,RW,7,8,14,0,0,2,0,0,67,354,340,46,93,lammiju01
Ryan Lindgren,D,4,11,48,0,0,1,0,0,73,0,0,141,129,lindgry01
Jordan Martinook,LW,6,9,22,0,0,2,0,0,77,23,28,11,83,martijo01
J.J. Moser,D,4,11,16,1,0,1,1,0,40,0,0,55,32,moserja01
Tyler Motte,C,7,8,22,0,1,1,0,0,101,11,8,58,117,mottety01
Tyler Motte,C,7,8,22,0,1,1,0,0,83,6,6,51,90,mottety01
Tyler Motte,C,0,0,0,0,0,0,0,0,18,5,2,7,27,mottety01
Andrew Peeke,D,2,13,60,0,0,0,0,0,72,0,0,169,191,peekean01
Brandon Tanev,LW,9,6,13,2,1,3,0,0,51,1,1,22,98,tanevbr01
Joe Veleno,C,8,7,22,0,0,0,0,0,73,222,238,25,123,velenjo01
Jimmy Vesey,LW,8,7,12,0,2,2,0,0,110,18,43,29,85,veseyji02
Zach Aston-Reese,C,5,10,28,0,0,0,0,0,78,4,4,42,231,astonza01
Zach Aston-Reese,C,2,9,22,0,0,0,0,0,52,3,2,32,187,astonza01
Zach Aston-Reese,C,3,1,6,0,0,0,0,0,26,1,2,10,44,astonza01
Ilya Lyubushkin,D,2,13,51,0,0,0,0,1,54,0,0,92,187,lyubuil01
Ilya Lyubushkin,D,0,9,26,0,0,0,0,1,33,0,0,60,94,lyubuil01
Ilya Lyubushkin,D,2,4,25,0,0,0,0,0,21,0,0,32,93,lyubuil01
Joel Armia,RW,6,8,14,1,1,0,2,0,103,3,14,27,104,armiajo01
Ethan Bear,D,5,9,20,0,0,2,1,0,97,0,0,41,55,bearet01
Erik Brännström,D,0,14,30,0,0,0,6,0,86,0,0,59,39,branner01
Zdeno Chára,D,2,12,85,0,0,0,0,0,81,0,0,90,125,charazd01
Yegor Chinakhov,RW,7,7,16,1,0,1,0,0,98,0,6,16,50,chinaye01
Justin Danforth,RW,10,4,10,0,0,1,1,0,72,107,92,22,85,danfoju01
Mario Ferraro,D,2,12,16,0,0,1,0,0,49,0,0,151,140,ferrama01
Derek Forbort,D,4,10,48,0,0,1,0,1,64,0,0,100,133,forbode01
Carl Hagelin,LW,3,11,20,0,0,1,0,1,71,4,10,12,32,hagelca01
Nicolas Hague,D,4,10,38,0,0,0,0,0,116,0,0,80,57,hagueni01
Maxim Mamin,C,7,7,13,0,0,0,0,0,49,0,2,17,59,maminma01
Michael McCarron,RW,7,7,70,0,1,2,1,0,51,192,161,31,116,mccarmi01
Colin Miller,D,2,12,21,0,0,0,3,0,48,0,0,42,50,milleco02
Jake Muzzin,D,3,11,16,0,0,0,0,1,75,0,0,60,105,muzzija01
Marco Scandella,D,3,11,18,0,0,0,0,2,76,0,0,70,106,scandma01
Jonas Siegenthaler,D,1,13,42,0,0,0,0,1,92,0,0,106,98,siegejo01
Dominic Toninato,C,7,7,22,0,1,1,1,3,44,87,118,32,92,tonindo01
Marc-Édouard Vlasic,D,3,11,18,0,0,0,0,0,63,0,0,90,54,vlasima01
Adam Gaudette,C,5,9,17,2,0,1,0,0,94,56,71,10,72,gaudead01
Adam Gaudette,C,1,1,4,1,0,0,0,0,10,2,3,1,9,gaudead01
Adam Gaudette,C,4,8,13,1,0,1,0,0,84,54,68,9,63,gaudead01
Jacob Middleton,D,4,10,82,0,0,0,1,1,73,0,0,124,118,middlja01
Jacob Middleton,D,3,6,69,0,0,0,1,1,51,0,0,89,89,middlja01
Jacob Middleton,D,1,4,13,0,0,0,0,0,22,0,0,35,29,middlja01
Nick Bjugstad,C,7,6,20,1,0,0,0,0,81,141,114,14,99,bjugsni01
Erik Černák,D,1,12,46,0,0,0,0,0,86,0,0,73,165,cernaer01
Dylan Coghlan,D,3,10,18,2,0,1,2,0,108,0,0,61,62,coghldy01
Michael Del Zotto,D,3,10,4,1,0,0,1,0,35,0,0,34,42,delzomi01
Dylan DeMelo,D,1,12,28,0,1,0,0,1,78,0,0,108,113,demeldy01
Nick Foligno,LW,2,11,61,0,0,0,1,0,99,22,17,31,164,foligni01
Jansen Harkins,C,7,6,15,0,0,0,0,0,67,28,16,18,51,harkija01
Ben Hutton,D,3,10,32,0,0,0,0,0,78,0,0,72,49,huttobe01
Rasmus Kupari,C,5,8,18,1,1,1,2,0,51,129,174,17,68,kuparra01
Brendan Lemieux,LW,8,5,97,0,0,2,0,0,65,11,13,17,122,lemiebr01
Gustav Lindström,D,1,12,22,0,0,0,0,0,41,0,0,77,59,lindsgu01
Steven Lorentz,C,8,5,8,0,0,1,0,0,80,51,61,13,67,lorenst01
Niko Mikkola,D,3,10,55,0,1,0,0,0,58,0,0,81,109,mikkoni01
Ryan Reaves,RW,5,8,43,0,0,0,0,0,44,5,5,16,279,reavery01
Alexander Romanov,D,3,10,53,0,0,0,0,0,107,0,0,144,227,romanal01
Chad Ruhwedel,D,4,9,14,0,0,0,0,0,82,0,0,86,149,ruhwech01
Logan Stanley,D,1,12,44,0,0,1,0,1,80,0,0,100,131,stanllo01
Sam Lafferty,C,5,8,37,0,0,1,0,0,80,108,155,26,137,laffesa01
Sam Lafferty,C,0,2,16,0,0,0,0,0,9,13,24,2,34,laffesa01
Sam Lafferty,C,5,6,21,0,0,1,0,0,71,95,131,24,103,laffesa01
Nicolas Deslauriers,LW,8,5,113,0,1,1,0,0,90,1,3,49,263,deslani01
Nicolas Deslauriers,LW,5,5,90,0,1,0,0,0,72,1,3,34,210,deslani01
Nicolas Deslauriers,LW,3,0,23,0,0,1,0,0,18,0,0,15,53,deslani01
Dominik Simon,C,3,10,34,0,0,1,1,0,88,9,12,38,72,simondo01
Dominik Simon,C,3,6,28,0,0,1,1,0,67,5,10,25,55,simondo01
Dominik Simon,C,0,4,6,0,0,0,0,0,21,4,2,13,17,simondo01
Sebastian Aho,D,2,10,10,0,0,0,2,0,34,0,0,42,32,ahose02
Tyler Bozak,C,3,9,14,0,1,1,1,1,46,175,212,21,20,bozakty01
Laurent Dauphin,C,4,8,25,0,0,0,0,0,50,104,143,27,31,dauphla01
Cody Eakin,C,4,8,22,1,0,1,1,1,74,482,378,29,33,eakinco01
MacKenzie Entwistle,RW,5,7,23,0,1,0,0,0,34,18,27,22,129,entwima01
