Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Mark Scheifele,C,29,41,23,7,0,3,12,0,159,430,418,47,36,scheima01
Nikita Kucherov,RW,25,44,22,9,0,1,21,0,156,1,0,7,32,kucheni01
Dylan Larkin,C,31,38,47,6,0,4,7,1,212,630,574,28,76,larkidy01
Andrei Svechnikov,RW,30,39,79,9,0,5,13,0,249,0,6,15,189,svechan01
Quinn Hughes,D,8,60,28,0,0,1,31,2,150,0,0,56,19,hughequ01
Kris Letang,D,10,58,49,2,0,3,20,0,214,0,0,122,171,letankr01
Elias Pettersson,C,32,36,12,10,2,3,17,0,192,238,302,43,49,petteel01
Morgan Rielly,D,10,58,40,2,0,3,21,3,221,0,0,87,92,riellmo01
Tage Thompson,C,38,30,37,10,2,4,6,0,253,393,582,25,66,thompta01
Anže Kopitar,C,19,48,14,6,0,4,16,1,210,858,651,71,72,kopitan01
Troy Terry,C,37,30,26,8,0,7,7,0,192,1,8,27,6,terrytr01
Brady Tkachuk,LW,30,37,117,9,0,3,8,0,288,218,217,25,270,tkachbr01
Jonathan Marchessault,C,30,36,36,5,0,4,15,0,251,43,57,17,61,audymjo01
Patrice Bergeron,C,25,40,32,8,0,4,15,3,293,991,609,45,78,bergepa01
Ryan Hartman,RW,34,31,95,1,0,7,7,0,239,513,631,48,72,hartmry01
Teuvo Teräväinen,F,22,43,24,9,2,2,22,1,202,24,20,30,15,teravte01
Claude Giroux,C,21,44,26,5,0,0,18,0,205,733,483,16,68,giroucl01
Claude Giroux,C,18,24,20,3,0,0,9,0,154,587,377,15,48,giroucl01
Claude Giroux,C,3,20,6,2,0,0,9,0,51,146,106,1,20,giroucl01
Mikael Granlund,C,11,53,33,3,0,3,25,0,117,569,637,45,92,granlmi01
Tomáš Hertl,C,30,34,30,6,0,6,10,1,205,769,697,57,105,hertlto01
Chandler Stephenson,C,21,43,26,6,1,3,8,1,125,653,602,44,68,stephch02
Michael Bunting,LW,23,40,80,2,0,2,3,0,175,8,8,21,85,buntimi01
Ryan Johansen,C,26,37,53,11,0,6,13,0,118,691,622,35,72,johanry01
Clayton Keller,C,28,35,28,5,1,2,6,1,177,29,39,31,17,kellecl01
Jeff Skinner,LW,33,30,42,5,0,4,6,0,262,91,133,20,29,skinnje01
Tyler Bertuzzi,LW,30,32,47,6,1,5,8,1,180,6,17,41,65,bertuty01
Jakub Voráček,RW,6,56,44,2,0,2,23,0,147,5,28,28,27,voracja01
André Burakovsky,LW,22,39,18,4,0,5,7,0,149,8,12,34,49,burakan01
Taylor Hall,LW,20,41,42,7,0,3,8,0,217,18,21,36,55,hallta02
Nick Suzuki,C,21,40,30,8,1,4,12,2,186,699,711,62,89,suzukni01
Trevor Zegras,C,23,38,50,9,0,5,8,0,181,217,327,27,56,zegratr01
Ivan Barbashev,C,26,34,40,4,1,2,5,1,111,131,197,28,160,barbaiv01
Pierre-Luc Dubois,LW,28,32,106,15,0,6,4,0,233,532,603,43,112,duboipi01
Nico Hischier,C,21,39,17,4,0,2,8,2,153,730,672,48,50,hischni01
Blake Wheeler,RW,17,43,36,3,0,2,17,0,167,4,17,37,62,wheelbl01
Mathew Barzal,C,15,44,18,1,0,1,19,0,161,234,271,17,36,barzama01
Alex Killorn,C,25,34,66,6,0,2,8,0,164,2,10,26,88,killoal01
Gabriel Landeskog,LW,30,29,78,7,0,5,8,0,150,241,198,34,94,landega01
Brock Nelson,C,37,22,33,11,0,5,3,0,171,476,488,43,31,nelsobr01
Nick Schmaltz,C,23,36,14,4,0,4,4,0,123,114,125,28,15,schmani01
Anthony Duclair,LW,31,27,30,9,0,5,12,0,167,1,1,16,38,duclaan01
Ryan O'Reilly,C,21,37,12,9,0,0,7,1,168,900,685,38,20,oreilry01
Brayden Point,C,28,30,33,10,0,4,12,0,176,366,351,27,75,pointbr01
Bryan Rust,RW,24,34,14,9,0,1,12,0,180,1,5,24,43,rustbr01
Brayden Schenn,C,24,34,33,7,0,3,10,0,111,284,295,17,119,schenbr01
Tim Stützle,LW,22,36,37,7,1,4,19,0,176,180,293,52,125,stuetti02
Oliver Bjorkstrand,RW,28,29,16,9,0,1,10,0,215,10,13,31,85,bjorkol01
Aaron Ekblad,D,15,42,26,3,0,2,17,3,180,0,0,69,62,ekblaaa01
David Perron,LW,27,30,48,11,0,2,15,0,177,1,3,11,80,perroda01
Lucas Raymond,LW,23,34,16,5,0,2,13,0,184,12,19,24,62,raymolu01
Devon Toews,D,13,44,20,2,0,3,10,0,158,0,0,85,54,toewsde01
Logan Couture,C,23,33,18,5,2,3,12,1,199,621,654,58,92,coutulo01
Jack Hughes,C,26,30,0,6,0,2,8,0,165,122,231,15,6,hugheja03
Patrik Laine,RW,26,30,24,5,0,7,9,0,167,14,24,13,34,lainepa01
Charlie McAvoy,D,10,46,66,4,1,5,17,0,166,0,0,130,155,mcavoch01
Nikolaj Ehlers,LW,28,27,20,4,0,2,5,0,245,2,1,27,32,ehlerni01
Andrew Mangiapane,LW,35,20,38,8,2,8,3,1,185,21,34,32,73,mangian01
Joshua Norris,C,35,20,16,16,0,8,7,0,172,529,507,44,79,norrijo01
Carter Verhaeghe,C,24,31,48,0,0,4,3,0,167,19,10,16,50,verhaca01
Brent Burns,D,10,44,42,4,0,0,14,1,203,0,1,150,55,burnsbr01
Zach Hyman,C,27,27,36,5,1,4,5,3,213,41,44,31,74,hymanza01
Adrian Kempe,LW,35,19,46,6,3,7,10,0,247,25,25,28,111,kempead01
Ryan Strome,C,21,33,69,5,1,5,9,0,161,363,455,19,41,stromry01
Rasmus Dahlin,D,13,40,68,3,0,3,18,1,170,0,0,91,121,dahlira01
Gustav Nyquist,RW,18,35,26,4,4,0,6,0,122,14,16,51,41,nyquigu01
Andrew Copp,C,21,32,16,3,2,5,7,1,183,377,332,41,45,coppan01
Andrew Copp,C,13,22,8,3,1,3,6,1,151,312,266,36,35,coppan01
Andrew Copp,C,8,10,8,0,1,2,1,0,32,65,66,5,10,coppan01
Conor Garland,RW,19,33,36,1,0,3,2,0,203,5,5,22,52,garlaco01
Bo Horvat,C,31,21,40,13,1,4,6,0,194,841,634,45,96,horvabo01
Phil Kessel,RW,8,44,40,2,0,0,12,0,175,4,8,21,6,kesseph01
Travis Konecny,C,16,36,77,3,0,3,7,0,220,13,18,34,80,konectr01
Valeri Nichushkin,RW,25,27,14,5,2,5,4,0,180,0,5,27,89,nichuva01
Shea Theodore,D,14,38,24,1,0,5,11,0,205,0,0,97,37,theodsh01
Tom Wilson,RW,24,28,98,4,2,5,6,1,151,22,30,55,240,wilsoto01
Phillip Danault,C,27,24,38,2,0,5,2,3,194,676,586,49,74,danauph01
Tony DeAngelo,D,10,41,56,2,0,2,18,0,151,0,0,59,41,deangan01
Noah Dobson,D,13,38,18,3,0,4,19,0,190,0,0,154,78,dobsono01
Shayne Gostisbehere,D,14,37,26,2,0,2,17,0,151,0,0,115,60,gostish01
Seth Jones,D,5,46,28,0,0,0,19,1,194,0,0,155,99,jonesse01
Alexander Kerfoot,C,13,38,20,0,0,1,1,3,117,76,102,65,75,kerfoal01
Vincent Trocheck,C,21,30,78,6,0,3,6,0,168,680,565,46,185,trochvi01
Rasmus Andersson,D,4,46,28,2,0,1,17,1,152,0,0,125,63,anderra01
Cam Atkinson,RW,23,27,10,2,3,6,3,0,215,5,12,45,20,atkinca01
Jared McCann,C,27,23,33,8,1,1,9,0,199,224,268,29,65,mccanja01
Ryan Nugent-Hopkins,C,11,39,16,1,3,1,22,2,154,178,259,34,42,nugenry01
Moritz Seider,D,7,43,34,2,0,4,19,2,187,0,0,161,151,seidemo01
Viktor Arvidsson,LW,20,29,22,4,0,3,4,0,227,12,21,45,23,arvidvi01
Sam Bennett,C,28,21,74,5,0,7,4,1,241,411,466,27,119,bennesa01
Joel Eriksson Ek,C,26,23,28,12,0,3,5,0,223,697,768,44,138,eriksjo02
Victor Olofsson,RW,20,29,6,7,0,6,5,1,164,0,1,15,10,olofsvi01
Ondřej Palát,LW,18,31,20,1,0,5,5,1,143,2,16,42,124,palaton01
Brandon Saad,LW,24,25,10,8,1,1,5,2,158,8,11,20,20,saadbr01
Tyler Seguin,C,24,25,30,3,0,2,10,0,218,464,364,33,96,seguity01
Tyler Toffoli,C,20,29,14,8,2,1,8,1,195,18,16,24,81,toffoty01
Tyler Toffoli,C,9,17,4,4,1,0,4,0,100,5,8,14,46,toffoty01
Tyler Toffoli,C,11,12,10,4,1,1,4,1,95,13,8,10,35,toffoty01
Yanni Gourde,C,21,27,45,3,1,3,4,3,127,444,453,31,77,gourdya01
Noah Hanifin,D,10,38,19,1,0,1,12,1,189,0,0,84,63,hanifno01
Trevor Moore,LW,17,31,20,1,5,1,1,1,202,28,39,32,69,mooretr01
Dylan Strome,C,22,26,28,5,0,2,11,0,126,460,419,33,11,stromdy01
Zach Werenski,D,11,37,22,4,0,2,10,1,216,0,0,95,33,werenza01
Justin Faulk,D,16,31,43,1,0,6,6,0,167,0,0,101,149,faulkju01
John Klingberg,D,6,41,34,1,0,2,19,0,139,0,0,77,57,klingjo01
Mason Marchment,F,18,29,53,1,0,2,1,0,121,11,29,9,114,marchma01
Jamie Benn,LW,18,28,88,3,1,2,8,0,182,492,399,60,143,bennja01
Brock Boeser,RW,23,23,20,11,0,6,6,1,195,27,26,26,35,boesebr01
Anders Lee,LW,28,18,34,9,0,3,4,0,159,65,69,30,94,leean01
Damon Severson,D,11,35,57,5,0,0,11,1,158,0,0,92,91,severda01
Yegor Sharangovich,C,24,22,23,2,2,3,1,0,168,89,131,26,30,sharaye01
Jeff Carter,C,19,26,38,3,1,2,3,0,200,648,489,50,99,carteje01
Kyle Okposo,RW,21,24,43,8,2,1,6,0,174,92,93,19,59,okposky01
Jack Roslovic,C,22,23,12,4,0,4,3,0,131,372,483,25,60,rosloja01
Paul Stastny,C,21,24,14,4,0,2,4,0,141,267,205,27,27,stastpa01
Josh Bailey,C,14,30,6,2,0,1,9,0,87,43,67,26,19,bailejo01
Drake Batherson,C,17,27,32,3,0,3,11,0,110,18,25,15,89,bathedr01
Charlie Coyle,C,16,28,32,3,0,5,6,1,131,540,560,39,84,coylech01
Jordan Eberle,RW,21,23,14,4,0,2,5,0,164,6,14,40,48,eberljo01
Frédérick Gaudreau,C,14,30,8,1,0,4,2,2,132,461,461,43,48,gaudrfr01
Erik Haula,LW,18,26,47,2,0,3,2,0,141,434,372,36,129,haulaer01
Boone Jenner,C,23,21,22,8,0,3,2,0,160,642,556,56,80,jennebo01
Anton Lundell,C,18,26,18,1,1,4,3,3,125,334,414,56,26,lundean01
Nino Niederreiter,RW,24,20,34,4,0,5,1,0,144,19,20,17,119,niedeni01
Alex Pietrangelo,D,13,31,42,3,1,0,10,3,227,0,0,164,66,pietral01
MacKenzie Weegar,D,8,36,81,1,1,2,2,1,203,0,0,156,179,weegama01
Brandon Hagel,LW,25,19,31,4,1,3,2,2,125,24,33,32,63,hagelbr01
Brandon Hagel,LW,21,16,23,4,0,3,2,1,94,12,19,25,42,hagelbr01
Brandon Hagel,LW,4,3,8,0,1,0,0,1,31,12,14,7,21,hagelbr01
Evan Bouchard,D,12,31,28,2,0,1,5,1,205,0,0,112,80,bouchev01
Cole Caufield,RW,23,20,10,5,0,3,8,0,188,5,5,7,18,caufico01
Anthony Cirelli,C,17,26,70,3,1,4,5,0,146,441,507,67,75,cirelan01
Evgenii Dadonov,RW,20,23,18,5,0,4,3,0,177,1,4,25,65,dadonev01
Torey Krug,D,9,34,48,3,1,1,16,0,119,0,0,70,53,krugto01
Evan Rodrigues,C,19,24,14,7,0,2,1,0,243,183,203,30,89,rodriev01
Conor Sheary,LW,19,24,14,2,0,5,4,0,129,11,16,44,45,shearco01
Jake DeBrusk,LW,25,17,10,3,0,8,1,0,184,10,12,25,62,debruja01
Marcus Foligno,LW,23,19,112,5,0,3,2,0,98,12,8,42,238,foligma01
Cam Fowler,D,9,33,14,6,0,1,12,0,124,0,0,116,37,fowleca01
Adam Henrique,C,19,23,14,6,0,0,5,0,141,276,221,47,22,henriad01
Evgeni Malkin,C,20,22,24,9,0,5,11,0,129,164,212,18,21,malkiev01
Dawson Mercer,C,17,25,28,2,1,2,3,1,154,209,381,35,26,merceda01
Jaccob Slavin,D,4,38,10,1,0,0,6,2,165,0,0,121,50,slavija01
Tyson Barrie,D,7,34,18,3,0,0,18,1,149,0,0,73,27,barrity01
Tanner Jeannot,F,24,17,130,2,1,5,1,0,124,10,14,64,318,jeannta01
Kailer Yamamoto,RW,20,21,40,3,1,4,3,1,114,2,4,36,114,yamamka01
Rickard Rakell,RW,20,21,12,5,0,2,5,0,184,36,43,44,99,rakelri01
Rickard Rakell,RW,16,12,8,5,0,1,4,0,136,33,41,32,61,rakelri01
Rickard Rakell,RW,4,9,4,0,0,1,1,0,48,3,2,12,38,rakelri01
Seth Jarvis,C,17,23,18,2,0,4,4,0,110,11,14,21,69,jarvise01
Martin Nečas,C,14,26,32,2,1,6,2,0,159,38,47,19,55,necasma01
Corey Perry,RW,19,21,66,6,0,4,2,0,153,2,2,28,73,perryco01
Jared Spurgeon,D,10,30,10,0,0,2,14,0,116,0,0,83,44,spurgja01
Mikael Backlund,C,12,27,30,0,0,1,7,0,214,621,608,27,62,backlmi01
Alexander Barabanov,F,10,29,14,2,0,1,6,0,103,0,1,39,53,barabal01
Matt Boldy,LW,15,24,10,3,0,2,7,0,113,9,15,24,23,boldyma01
Connor Brown,RW,10,29,10,0,1,0,9,3,121,48,85,37,14,brownco02
Ross Colton,C,22,17,24,1,0,4,4,0,159,303,278,36,153,coltoro01
Evander Kane,LW,22,17,60,3,2,3,1,1,152,9,11,11,135,kaneev01
Jean-Gabriel Pageau,C,18,21,30,4,1,0,3,3,126,748,604,53,171,pageaje01
Nicolas Roy,C,15,24,51,2,0,3,3,1,145,454,477,34,85,royni01
Brady Skjei,D,9,30,48,0,0,0,0,0,184,0,0,73,95,skjeibr01
Jacob Trouba,D,11,28,88,1,0,1,3,2,204,0,0,177,207,troubja01
Max Domi,LW,11,28,55,0,0,1,4,0,104,39,47,9,24,domima01
Max Domi,LW,9,23,37,0,0,0,4,0,77,11,12,7,15,domima01
Max Domi,LW,2,5,18,0,0,1,0,0,27,28,35,2,9,domima01
Thomas Chabot,D,7,31,26,1,0,1,12,0,173,0,0,93,73,chaboth01
Dylan Cozens,C,13,25,55,2,0,1,7,1,160,383,457,22,35,cozendy01
Filip Hronek,D,5,33,36,2,0,0,5,0,133,0,0,81,70,hronefi01
Mikhail Sergachev,D,7,31,59,1,0,1,6,1,149,0,0,123,139,sergami01
Reilly Smith,RW,16,22,8,3,2,3,4,2,150,4,4,23,55,smithre01
Alex Tuch,RW,12,26,14,2,1,0,6,0,139,9,14,49,32,tuchal01
James van Riemsdyk,LW,24,14,25,9,0,4,0,0,186,10,14,25,34,vanrija01
Artturi Lehkonen,LW,19,19,22,2,2,2,1,0,155,8,21,39,82,lehkoar01
Artturi Lehkonen,LW,13,16,14,1,2,1,0,0,110,8,15,26,60,lehkoar01
Artturi Lehkonen,LW,6,3,8,1,0,1,1,0,45,0,6,13,22,lehkoar01
Gustav Forsling,D,10,27,18,0,0,1,0,0,145,0,0,86,45,forslgu02
Ryan Getzlaf,C,3,34,29,2,0,1,9,0,104,546,479,56,89,getzlry01
Alex Iafallo,C,17,20,8,3,1,2,3,1,215,15,17,53,48,iafalal01
Brandon Montour,D,11,26,48,1,0,1,7,0,153,0,0,65,64,montobr01
Josh Morrissey,D,12,25,66,6,0,3,9,0,173,0,0,104,150,morrijo04
Max Pacioretty,LW,19,18,33,4,0,4,8,0,148,2,7,21,30,pacioma01
Jonathan Toews,C,12,25,39,4,1,2,3,0,125,788,548,22,25,toewsjo01
Alexander Wennberg,C,11,26,28,2,0,2,4,1,95,555,635,44,47,wennbal01
Rem Pitlick,C,15,22,24,0,1,1,1,0,65,53,65,28,25,pitlire01
Rem Pitlick,C,6,5,12,0,0,1,0,0,13,3,1,5,7,pitlire01
Rem Pitlick,C,9,17,12,0,1,0,1,0,52,50,64,23,18,pitlire01
Miro Heiskanen,D,5,31,24,3,0,1,8,0,156,0,0,92,52,heiskmi01
Jesse Puljujärvi,RW,14,22,20,4,0,1,3,0,160,0,0,15,81,puljuje01
Craig Smith,C,16,20,28,0,0,1,4,0,187,4,8,28,95,smithcr01
Jordan Staal,C,17,19,18,1,0,2,1,0,146,736,549,29,212,staaljo01
Pius Suter,F,15,21,22,0,1,3,3,0,166,495,509,37,24,suterpi01
Pavel Zacha,C,15,21,22,4,0,1,4,0,148,189,188,18,80,zachapa01
Travis Boyd,C,17,18,34,2,0,2,2,0,88,420,507,55,71,boydtr01
Vince Dunn,D,7,28,63,2,0,0,9,0,121,0,0,82,76,dunnvi02
Pierre Engvall,LW,15,20,30,1,2,3,2,1,154,29,40,12,66,engvapi01
Mike Hoffman,C,15,20,32,4,0,3,9,0,154,12,8,29,27,hoffmmi02
Andreas Johnsson,LW,13,22,30,1,0,0,0,0,114,4,10,22,64,johnsan01
Erik Karlsson,D,10,25,14,0,0,2,10,0,117,0,0,45,18,karlser01
William Karlsson,C,12,23,10,1,2,0,2,0,135,508,475,42,42,karlswi01
Darnell Nurse,D,9,26,54,0,2,0,6,1,203,0,0,132,196,nurseda01
Dmitry Orlov,D,12,23,44,2,0,4,2,0,127,0,0,94,124,orlovdm01
Colton Parayko,D,6,29,18,0,0,2,1,0,135,0,0,169,72,parayco01
Zach Parise,LW,15,20,28,2,2,4,5,0,138,28,47,57,60,parisza01
Kevin Shattenkirk,D,8,27,36,1,0,1,13,0,163,0,1,135,73,shattke01
Mark Giordano,D,8,27,57,0,2,1,12,0,151,0,0,139,75,giordma01
Mark Giordano,D,6,17,47,0,2,0,8,0,123,0,0,98,46,giordma01
Mark Giordano,D,2,10,10,0,0,1,4,0,28,0,0,41,29,giordma01
Anthony Beauvillier,LW,12,22,12,5,0,1,6,0,154,4,6,20,39,beauvan01
Lawson Crouse,LW,20,14,52,3,1,4,4,0,131,16,32,36,181,crousla01
Joel Farabee,LW,17,17,50,1,1,1,2,0,119,41,102,38,73,farabjo01
Jesper Fast,RW,14,20,4,1,0,1,1,1,97,12,17,36,109,fastje01
Sonny Milano,LW,14,20,10,5,0,3,5,0,94,0,2,15,27,milanso01
Tanner Pearson,LW,14,20,30,1,0,2,2,0,159,20,37,41,84,pearsta01
Neal Pionk,D,3,31,46,1,0,1,11,0,140,0,0,91,185,pionkne01
Blake Coleman,C,16,17,60,0,1,2,0,1,212,2,17,44,163,colembl01
J.T. Compher,LW,18,15,25,4,1,0,2,0,102,338,319,55,31,comphj.01
Christian Dvorak,C,11,22,24,1,0,1,4,0,87,548,419,52,32,dvorach01
Vladislav Gavrikov,D,5,28,68,0,0,1,0,1,108,0,0,138,124,gavrivl01
Barclay Goodrow,RW,13,20,69,0,1,2,0,3,116,366,375,54,130,goodrba01
Danton Heinen,C,18,15,16,3,0,1,1,0,138,0,4,33,66,heineda01
Alex Newhook,C,13,20,12,3,0,5,3,0,113,136,256,36,40,newhoal01
Kyle Palmieri,RW,15,18,57,2,0,6,4,0,156,15,36,18,77,palmiky01
Josh Anderson,RW,19,13,65,2,0,1,1,0,151,20,22,35,153,anderjo05
Jamie Drysdale,D,4,28,16,0,0,1,12,0,137,0,0,72,40,drysdja01
Dillon Dubé,C,18,14,20,2,1,1,1,2,143,92,102,15,87,dubedi01
Alex Formenton,LW,18,14,59,0,5,1,0,1,162,8,12,24,101,formeal01
Kasperi Kapanen,RW,11,21,16,0,0,2,5,0,129,5,7,19,110,kapanka01
Dominik Kubalík,LW,15,17,16,3,0,0,6,0,161,8,12,28,93,kubaldo01
Ilya Mikheyev,F,21,11,26,4,4,4,1,0,147,0,2,18,52,mikheil01
Nate Schmidt,D,4,28,10,1,0,1,10,1,117,0,0,104,37,schmina01
Ryan Suter,D,7,25,40,4,0,0,9,0,118,0,0,88,46,suterry01
Philip Tomasino,C,11,21,10,3,0,3,6,0,111,21,33,28,49,tomasph01
Frank Vatrano,LW,18,14,22,1,0,3,1,0,161,12,13,26,68,vatrafr01
Frank Vatrano,LW,10,9,16,1,0,2,1,0,105,9,13,17,48,vatrafr01
Frank Vatrano,LW,8,5,6,0,0,1,0,0,56,3,0,9,20,vatrafr01
Nick Paul,LW,16,16,39,2,1,2,0,1,166,426,419,56,106,paulni01
Nick Paul,LW,11,7,22,2,0,1,0,0,131,333,346,41,67,paulni01
Nick Paul,LW,5,9,17,0,1,1,0,1,35,93,73,15,39,paulni01
Nicklas Bäckström,C,6,25,12,1,0,1,13,0,68,301,348,16,16,backsni02
Ryan Donato,C,16,15,40,1,0,2,0,0,159,15,23,17,70,donatry01
Drew Doughty,D,7,24,30,4,0,1,9,0,99,0,0,53,60,doughdr01
Mattias Ekholm,D,6,25,44,0,0,1,4,1,145,0,0,96,79,ekholma01
Lars Eller,C,13,18,40,0,0,2,2,0,116,510,521,36,95,ellerla01
Sam Gagner,C,13,18,32,0,1,0,1,0,132,142,162,25,21,gagnesa01
Denis Gurianov,RW,11,20,16,4,0,2,3,0,144,0,0,32,67,guriade01
Kevin Hayes,RW,10,21,26,2,0,1,2,1,126,260,347,12,36,hayeske01
Oliver Kylington,D,9,22,14,1,0,2,2,0,138,0,0,79,40,kylinol01
Alexis Lafrenière,LW,19,12,37,0,0,4,2,0,110,14,34,26,108,lafreal01
Mike Matheson,D,11,20,33,0,0,5,2,0,140,0,0,81,97,mathemi01
Ivan Provorov,D,9,22,34,1,0,1,6,2,170,0,0,172,74,provoiv01
Travis Sanheim,D,7,24,34,0,0,1,0,0,123,0,0,142,64,sanhetr01
Cole Sillinger,C,16,15,37,0,0,3,2,0,148,362,417,43,98,sillico01
Jonas Brodin,D,5,25,18,1,0,1,6,1,126,0,0,126,42,brodijo01
Alexandre Carrier,D,3,27,50,1,0,0,3,1,95,0,1,124,95,carrial01
Robby Fabbri,C,17,13,35,6,0,1,2,0,123,54,55,19,86,fabbrro01
Alex Goligoski,D,2,28,34,0,0,0,4,0,80,0,0,96,56,goligal01
Dougie Hamilton,D,9,21,34,2,0,1,6,0,197,0,0,92,87,hamildo01
Sean Kuraly,C,14,16,61,0,0,0,1,1,121,628,642,51,240,kuralse01
Scott Laughton,C,11,19,35,0,2,1,1,0,110,395,379,47,151,laughsc01
Mark Stone,RW,9,21,8,3,0,2,3,1,71,13,16,24,19,stonema01
Tomáš Tatar,LW,15,15,22,2,0,1,3,0,132,19,31,28,75,tatarto01
Calle Järnkrok,C,12,18,6,2,0,1,4,0,101,239,228,17,38,jarnkca01
Calle Järnkrok,C,12,14,2,2,0,1,3,0,82,129,132,14,28,jarnkca01
Calle Järnkrok,C,0,4,4,0,0,0,1,0,19,110,96,3,10,jarnkca01
Vladislav Namestnikov,C,16,14,45,0,1,1,1,0,91,26,31,39,62,namesvl01
Vladislav Namestnikov,C,13,12,34,0,1,0,0,0,81,10,10,32,43,namesvl01
Vladislav Namestnikov,C,3,2,11,0,0,1,1,0,10,16,21,7,19,namesvl01
Mathieu Joseph,RW,12,18,29,0,2,3,0,2,86,20,28,27,106,josepma01
Mathieu Joseph,RW,8,10,23,0,2,2,0,1,67,18,26,20,85,josepma01
Mathieu Joseph,RW,4,8,6,0,0,1,0,1,19,2,2,7,21,josepma01
Oliver Ekman-Larsson,D,5,24,52,3,0,1,7,0,168,0,0,79,105,ekmanol01
