Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Zach Bogosian,D,4,12,43,0,0,0,0,0,79,0,0,80,81,bogosza01
Connor Clifton,D,1,15,45,0,0,0,0,3,63,0,0,116,208,cliftco01
Jason Dickinson,C,7,9,38,0,0,0,0,0,56,453,463,53,102,dickija01
Brenden Dillon,D,2,14,67,0,0,0,0,1,48,0,0,108,191,dillobr01
Robby Fabbri,C,8,8,20,0,0,0,0,0,65,71,85,29,58,fabbrro01
Radko Gudas,D,1,15,86,0,0,0,0,0,89,0,0,178,261,gudasra01
David Perron,LW,9,7,12,4,0,2,2,0,71,6,13,9,72,perroda01
Nathan Walker,C,8,8,63,0,0,0,0,1,72,82,74,61,281,walkena01
Sean Walker,D,5,11,46,0,0,0,0,0,145,0,0,90,91,walkese01
Urho Vaakanainen,D,2,14,18,0,0,0,0,0,42,0,0,49,19,vaakaur01
Urho Vaakanainen,D,0,1,2,0,0,0,0,0,3,0,0,7,0,vaakaur01
Urho Vaakanainen,D,2,13,16,0,0,0,0,0,39,0,0,42,19,vaakaur01
Michael Eyssimont,C,9,7,63,0,0,2,0,0,142,6,12,23,110,eyssimi01
Michael Eyssimont,C,5,5,44,0,0,1,0,0,98,1,7,19,82,eyssimi01
Michael Eyssimont,C,4,2,19,0,0,1,0,0,44,5,5,4,28,eyssimi01
Juuso Pärssinen,C,6,10,19,0,0,0,1,0,30,92,104,29,86,parssju01
Juuso Pärssinen,C,2,3,0,0,0,0,1,0,11,36,41,9,28,parssju01
Juuso Pärssinen,C,2,4,8,0,0,0,0,0,15,29,23,6,41,parssju01
Juuso Pärssinen,C,2,3,11,0,0,0,0,0,4,27,40,14,17,parssju01
Morgan Barron,C,8,7,16,0,2,0,0,0,92,85,78,38,122,barromo01
Yegor Chinakhov,RW,7,8,4,2,0,1,3,0,68,0,0,10,47,chinaye01
Nick Cousins,C,6,9,41,0,0,0,0,0,68,1,6,26,85,cousini01
Pierre Engvall,LW,8,7,16,0,0,2,0,0,93,10,24,12,47,engvapi01
Radek Faksa,C,5,10,30,0,0,1,0,0,68,432,326,50,115,faksara01
Trent Frederic,C,8,7,44,1,0,0,2,0,78,93,120,29,157,fredetr01
Trent Frederic,C,8,7,44,1,0,0,2,0,76,93,119,29,155,fredetr01
Trent Frederic,C,0,0,0,0,0,0,0,0,2,0,1,0,2,fredetr01
Zachary L'Heureux,LW,5,10,63,0,0,0,1,0,78,0,4,25,198,lheurza01
Isac Lundeström,C,4,11,10,0,0,1,1,0,60,442,494,68,48,lundeis01
Sam Malinski,D,5,10,16,0,0,0,1,0,115,0,0,107,57,malinsa01
Josh Manson,D,1,14,28,0,0,0,1,1,65,0,0,59,105,mansojo01
Colin Miller,D,4,11,38,1,0,0,1,0,68,0,0,50,84,milleco02
David Savard,D,1,14,36,0,0,0,0,0,48,0,0,180,56,savarda01
Ryan Suter,D,2,13,24,0,1,0,0,0,62,0,0,109,39,suterry01
Yakov Trenin,C,7,8,54,0,2,2,0,0,85,21,27,32,241,treniya01
Egor Zamula,D,3,12,6,0,0,1,0,0,37,0,0,91,24,zamulye01
William Borgen,D,5,10,42,0,1,0,0,0,81,0,0,117,122,borgewi01
William Borgen,D,1,1,9,0,0,0,0,0,24,0,0,37,48,borgewi01
William Borgen,D,4,9,33,0,1,0,0,0,57,0,0,80,74,borgewi01
Conor Timmins,D,3,12,30,0,0,0,0,0,69,0,0,90,55,timmico01
Conor Timmins,D,2,6,24,0,0,0,0,0,51,0,0,77,40,timmico01
Conor Timmins,D,1,6,6,0,0,0,0,0,18,0,0,13,15,timmico01
Conor Geekie,C,8,6,16,1,0,3,1,0,60,73,99,25,97,geekico01
Mathieu Joseph,RW,4,10,28,0,1,0,0,0,69,33,31,36,121,josepma01
Dakota Joshua,C,7,7,38,1,1,0,1,0,52,23,19,29,193,joshuda01
Mark Kastelic,C,5,9,106,0,0,0,0,0,67,199,167,39,218,kastema01
Philipp Kurashev,C,7,7,14,1,0,1,0,0,54,97,109,16,30,kurasph01
Ilya Lyubushkin,D,1,13,32,0,0,0,0,0,51,0,0,136,84,lyubuil01
John Marino,D,1,13,2,0,0,0,0,0,29,0,0,46,9,marinjo01
Michael McCarron,RW,5,9,102,0,0,1,0,0,80,502,421,61,149,mccarmi01
J.J. Moser,D,2,12,22,0,1,0,1,0,48,0,0,70,34,moserja01
Mattias Samuelsson,D,4,10,22,0,0,1,1,0,52,0,0,93,105,samuema02
Logan Stanley,D,1,13,78,0,0,0,0,0,49,0,0,76,88,stanllo01
Kasperi Kapanen,RW,6,8,16,0,0,2,0,0,66,39,55,14,88,kapanka01
Kasperi Kapanen,RW,1,0,2,0,0,1,0,0,11,0,3,1,15,kapanka01
Kasperi Kapanen,RW,5,8,14,0,0,1,0,0,55,39,52,13,73,kapanka01
Nico Sturm,C,7,7,20,0,1,1,0,0,59,248,174,34,107,sturmni01
Nico Sturm,C,7,6,13,0,1,1,0,0,38,175,104,25,70,sturmni01
Nico Sturm,C,0,1,7,0,0,0,0,0,21,73,70,9,37,sturmni01
Jakub Vrána,LW,9,5,10,4,0,4,0,0,47,7,13,8,19,vranaja01
Jakub Vrána,LW,7,4,6,3,0,3,0,0,28,4,10,5,13,vranaja01
Jakub Vrána,LW,2,1,4,1,0,1,0,0,19,3,3,3,6,vranaja01
Adam Boqvist,D,4,10,10,1,0,0,5,0,40,0,0,19,13,boqviad01
Adam Boqvist,D,2,4,6,0,0,0,3,0,21,0,0,10,6,boqviad01
Adam Boqvist,D,2,6,4,1,0,0,2,0,19,0,0,9,7,boqviad01
Jacob Trouba,D,1,13,66,0,0,0,0,0,111,0,0,208,164,troubja01
Jacob Trouba,D,0,6,22,0,0,0,0,0,46,0,0,68,39,troubja01
Jacob Trouba,D,1,7,44,0,0,0,0,0,65,0,0,140,125,troubja01
Ben Chiarot,D,4,9,69,0,0,0,1,0,109,0,0,142,127,chiarbe01
Ty Emberson,D,2,11,18,0,0,1,0,1,62,0,0,97,125,emberty01
Drew Helleson,D,4,9,47,0,0,1,0,1,63,0,0,73,99,helledr01
Tanner Jeannot,F,7,6,89,0,0,1,0,0,56,8,10,37,211,jeannta01
David Kämpf,C,5,8,14,0,1,0,0,1,45,278,265,26,50,kampfda01
Tye Kartye,F,6,7,43,0,1,0,0,0,56,3,12,29,175,kartyty01
Dmitry Kulikov,D,4,9,38,0,0,0,1,0,64,0,0,71,114,kulikdm01
Ryan Lomberg,LW,3,10,57,0,0,0,0,0,66,5,11,19,120,lombery01
Denton Mateychuk,D,4,9,20,0,0,0,0,0,44,0,0,63,26,mateyde01
Max Pacioretty,LW,5,8,16,0,0,1,0,0,70,6,5,14,105,pacioma01
Jayden Struble,D,2,11,52,0,0,0,0,0,47,0,0,54,124,strubja01
Zach Whitecloud,D,4,9,37,0,0,0,0,0,72,0,0,103,117,whiteza01
Artem Zub,D,2,11,34,0,0,1,1,2,57,0,0,118,58,zubar01
Justin Barron,D,6,7,23,0,0,0,1,0,73,0,0,83,80,barroju01
Justin Barron,D,1,0,8,0,0,0,0,0,16,0,0,20,17,barroju01
Justin Barron,D,5,7,15,0,0,0,1,0,57,0,0,63,63,barroju01
Carson Soucy,D,4,9,46,0,0,2,0,0,81,0,0,106,115,soucyca01
Carson Soucy,D,3,7,42,0,0,2,0,0,62,0,0,92,86,soucyca01
Carson Soucy,D,1,2,4,0,0,0,0,0,19,0,0,14,29,soucyca01
Noel Acciari,C,5,7,16,0,0,0,0,1,75,321,277,100,180,acciano01
Declan Chisholm,D,2,10,10,1,0,1,1,0,69,0,0,69,33,chishde01
Sam Colangelo,RW,10,2,2,2,0,1,0,0,41,4,11,17,67,colansa01
Nicolas Hague,D,5,7,40,0,0,1,0,0,74,0,0,74,82,hagueni01
Alexander Holtz,RW,4,8,10,1,0,0,1,0,69,3,10,15,39,holtzal01
Kevin Labanc,RW,2,10,12,0,0,0,0,0,35,0,3,14,29,labanke01
Trevor Lewis,C,6,6,20,0,0,1,0,0,53,92,106,35,100,lewistr01
Alec Martinez,D,5,7,8,0,0,0,2,0,38,0,0,81,24,martial01
Brayden Pachal,D,3,9,88,0,0,0,0,1,61,0,0,83,159,pachabr01
Cole Smith,F,4,8,69,0,0,0,0,1,69,9,8,29,163,smithco02
Henry Thrun,D,2,10,30,0,0,0,0,0,52,0,0,66,43,thrunhe01
Brandon Carlo,D,1,11,37,0,0,0,0,0,77,0,0,157,90,carlobr01
Brandon Carlo,D,1,8,24,0,0,0,0,0,64,0,0,119,64,carlobr01
Brandon Carlo,D,0,3,13,0,0,0,0,0,13,0,0,38,26,carlobr01
Marat Khusnutdinov,C,5,7,20,0,0,0,1,1,41,189,244,47,55,khusnma01
Marat Khusnutdinov,C,2,5,14,0,0,0,0,1,30,184,240,38,37,khusnma01
Marat Khusnutdinov,C,3,2,6,0,0,0,1,0,11,5,4,9,18,khusnma01
John Beecher,C,3,8,26,0,0,0,0,0,44,281,261,71,85,beechjo01
William Carrier,LW,4,7,16,0,0,1,0,0,48,6,6,12,156,carriwi01
Anthony Duclair,LW,7,4,10,3,0,0,0,0,60,0,1,21,26,duclaan01
Sean Durzi,D,4,7,19,1,0,0,1,0,39,0,0,52,15,durzise01
Derek Forbort,D,2,9,45,0,0,1,1,0,39,0,0,77,65,forbode01
Collin Graf,F,5,6,8,1,1,1,3,0,40,4,8,15,20,grafco01
Zachary Jones,D,1,10,24,0,0,0,1,0,51,0,0,46,28,jonesza01
Kyle MacLean,F,4,7,14,0,0,0,0,0,61,273,293,29,108,macleky01
Matthew Poitras,C,1,10,8,0,0,1,0,0,29,59,70,10,12,poitrma01
Aatu Räty,C,7,4,14,0,0,0,1,0,34,192,141,7,80,ratyaa01
Elmer Söderblom,RW,4,7,6,0,0,1,0,0,38,4,11,12,43,soderel01
Alexandre Texier,C,6,5,10,1,0,1,1,0,50,0,2,11,20,texieal01
Jakub Lauko,C,5,6,47,0,1,2,0,0,42,1,9,39,119,laukoja01
Jakub Lauko,C,3,3,27,0,1,1,0,0,29,1,6,22,69,laukoja01
Jakub Lauko,C,2,3,20,0,0,1,0,0,13,0,3,17,50,laukoja01
Nathan Bastian,RW,4,6,31,1,1,1,0,0,44,8,17,27,138,bastina01
Simon Benoit,D,1,9,59,0,0,0,0,1,48,0,0,111,204,benoisi01
Brett Berard,LW,6,4,8,0,0,1,0,0,59,3,4,20,53,berarbr02
T.J. Brodie,D,2,8,18,0,0,0,0,0,23,0,0,58,16,broditj01
Dennis Cholowski,D,3,7,10,0,0,0,2,0,30,0,0,33,5,cholode01
Dennis Cholowski,D,3,7,10,0,0,0,2,0,26,0,0,30,5,cholode01
Dennis Cholowski,D,0,0,0,0,0,0,0,0,4,0,0,3,0,cholode01
Mathew Dumba,D,1,9,60,0,0,0,1,0,57,0,0,60,70,dumbama01
Adam Klapka,F,6,4,29,0,0,0,0,0,44,6,11,25,108,klapkad01
Tyler Kleven,D,4,6,27,0,0,1,1,0,78,0,0,97,105,klevety01
Kaedan Korczak,D,0,10,2,0,0,0,0,0,34,0,0,40,59,korczka01
Beck Malenstyn,LW,4,6,29,0,0,0,0,0,67,19,15,63,191,malenbe01
Kevin Rooney,C,5,5,14,0,0,0,0,1,54,195,218,39,109,rooneke01
Jack Thompson,D,4,6,10,0,0,0,3,0,41,0,0,54,12,thompja01
Jesse Puljujärvi,RW,4,6,25,0,0,0,1,0,50,0,1,9,80,puljuje01
Jesse Puljujärvi,RW,3,6,10,0,0,0,1,0,38,0,1,7,45,puljuje01
Jesse Puljujärvi,RW,1,0,15,0,0,0,0,0,12,0,0,2,35,puljuje01
Vinnie Hinostroza,C,5,5,10,3,0,1,0,0,48,7,10,12,41,hinosvi01
Vinnie Hinostroza,C,0,2,6,0,0,0,0,0,11,1,1,5,13,hinosvi01
Vinnie Hinostroza,C,5,3,4,3,0,1,0,0,37,6,9,7,28,hinosvi01
Connor Dewar,C,4,6,14,0,0,0,0,1,55,53,71,37,129,dewarco01
Connor Dewar,C,0,3,5,0,0,0,0,1,28,52,69,18,80,dewarco01
Connor Dewar,C,4,3,9,0,0,0,0,0,27,1,2,19,49,dewarco01
Henri Jokiharju,D,3,7,14,0,0,2,0,0,59,0,0,53,50,jokihhe01
Henri Jokiharju,D,3,3,12,0,0,2,0,0,44,0,0,31,35,jokihhe01
Henri Jokiharju,D,0,4,2,0,0,0,0,0,15,0,0,22,15,jokihhe01
Jordan Oesterle,D,4,6,4,0,0,0,0,0,38,0,0,57,27,oestejo01
Jordan Oesterle,D,1,5,2,0,0,0,0,0,20,0,0,37,20,oestejo01
Jordan Oesterle,D,3,1,2,0,0,0,0,0,18,0,0,20,7,oestejo01
Cam Atkinson,RW,4,5,11,1,0,0,0,0,47,1,2,10,15,atkinca01
Lian Bichsel,D,4,5,41,0,0,1,0,0,39,0,0,23,155,bichsli01
Marc Del Gaizo,D,2,7,21,0,0,0,0,0,76,0,0,53,71,delgama01
Adam Edstrom,C,5,4,27,0,0,2,0,0,40,0,4,34,94,edstrad01
Marc Gatcomb,F,8,1,11,0,0,1,0,0,41,5,7,23,149,gatcoma01
Carl Grundström,RW,3,6,24,0,0,0,0,0,88,3,4,18,172,grundca01
Joel Hanley,D,2,7,21,0,0,1,0,0,42,0,0,90,55,hanlejo01
Albert Johansson,D,3,6,30,0,0,2,0,0,48,0,0,83,70,johanal01
Tyson Jost,C,4,5,33,0,0,0,0,0,44,57,69,17,46,jostty01
Josh Mahura,D,0,9,20,0,0,0,0,0,58,0,0,54,89,mahurjo01
Scott Mayfield,D,3,6,27,0,1,0,0,0,51,0,0,105,89,mayfisc01
Daniil Miromanov,D,2,7,12,0,0,1,0,0,52,0,0,55,19,miromda01
Tyler Motte,C,4,5,6,0,0,0,0,0,66,60,85,48,72,mottety01
Shakir Mukhamadullin,D,2,7,8,0,0,0,2,0,30,0,0,51,25,mukhash01
Tomáš Nosek,C,1,8,10,1,0,0,0,1,47,236,220,24,83,nosekto01
Jan Rutta,D,3,6,28,0,0,0,0,0,55,0,0,81,40,ruttaja02
Jonas Siegenthaler,D,2,7,44,0,0,0,0,0,52,0,0,92,75,siegejo01
Scott Perunovich,D,2,7,10,0,0,0,0,0,18,0,0,37,15,perunsc01
Scott Perunovich,D,2,4,6,0,0,0,0,0,9,0,0,21,9,perunsc01
Scott Perunovich,D,0,3,4,0,0,0,0,0,9,0,0,16,6,perunsc01
Nolan Allan,D,1,7,16,0,0,0,0,0,17,0,0,48,61,allanno01
Erik Brännström,D,3,5,17,0,0,1,1,0,33,0,0,39,14,branner01
Seamus Casey,D,4,4,0,2,0,1,1,0,12,0,0,7,10,caseyse01
Jake Christiansen,D,1,7,11,0,0,0,0,0,58,0,0,65,50,chrisja01
Luca Del Bel Belluz,C,2,6,0,0,0,0,1,0,18,65,86,12,4,delbelu01
Ty Dellandrea,C,1,7,59,0,0,0,0,1,50,209,210,47,163,dellaty01
Barclay Goodrow,RW,5,3,75,0,1,0,0,0,73,108,144,60,150,goodrba01
Jordan Greenway,LW,3,5,45,0,0,0,0,0,36,7,27,29,100,greenjo02
Justin Holl,D,2,6,16,0,0,0,0,0,41,0,0,78,35,hollju01
Ivan Ivan,F,5,3,8,2,0,0,1,0,34,56,81,9,12,ivaniv01
Wyatt Kaiser,D,4,4,14,0,0,0,0,0,66,0,0,93,54,kaisewy01
Justin Kirkland,LW,2,6,11,0,0,0,0,0,9,54,72,16,45,kirklju01
Rasmus Kupari,C,5,3,16,0,0,1,0,0,53,262,237,31,77,kuparra01
Hendrix Lapierre,C,0,8,4,0,0,0,0,0,18,40,61,14,12,lapiehe01
Brock McGinn,LW,4,4,0,0,0,0,0,0,30,1,7,28,61,mcginbr01
Jacob Moverare,D,1,7,10,0,0,0,0,0,30,0,0,60,31,moverja01
Jeff Petry,D,1,7,16,0,0,1,1,0,33,0,0,77,51,petryje01
Matt Rempe,C,3,5,67,0,0,0,0,0,30,2,11,14,117,rempema01
Cole Schwindt,RW,1,7,0,0,0,0,0,0,32,110,108,17,41,schwico01
Miles Wood,LW,4,4,48,0,0,1,0,0,60,3,8,15,48,woodmi01
Calvin de Haan,D,0,8,12,0,0,0,0,0,51,0,0,63,71,dehaaca01
Calvin de Haan,D,0,7,10,0,0,0,0,0,48,0,0,58,59,dehaaca01
Calvin de Haan,D,0,1,2,0,0,0,0,0,3,0,0,5,12,dehaaca01
Jimmy Vesey,LW,5,3,0,0,0,0,0,0,36,3,12,12,32,veseyji02
Jimmy Vesey,LW,4,2,0,0,0,0,0,0,30,3,8,10,19,veseyji02
Jimmy Vesey,LW,1,1,0,0,0,0,0,0,6,0,4,2,13,veseyji02
Victor Mancini,D,2,6,10,1,0,0,0,0,27,0,0,41,38,mancivi01
Victor Mancini,D,1,4,2,0,0,0,0,0,20,0,0,20,14,mancivi01
Victor Mancini,D,1,2,8,1,0,0,0,0,7,0,0,21,24,mancivi01
Jacob Bernard-Docker,D,2,6,17,0,0,0,0,0,32,0,0,50,30,bernaja01
Jacob Bernard-Docker,D,1,3,4,0,0,0,0,0,18,0,0,25,21,bernaja01
Jacob Bernard-Docker,D,1,3,13,0,0,0,0,0,14,0,0,25,9,bernaja01
Emil Andrae,D,1,6,16,0,0,0,3,0,52,0,0,50,46,andraem01
Jake Bean,D,2,5,8,0,0,0,0,0,71,0,0,43,22,beanja01
Jacob Bryson,D,0,7,10,0,0,0,0,0,20,0,0,51,15,brysoja01
Colton Dach,C,2,5,17,0,0,0,0,0,27,6,6,12,86,dachco01
Justin Dowling,C,2,5,6,0,0,0,0,0,34,158,169,22,51,dowliju01
Christian Fischer,RW,1,6,11,0,0,0,0,0,31,9,7,19,93,fischch01
Christian Fischer,RW,1,6,11,0,0,0,0,0,31,9,7,19,89,fischch01
Christian Fischer,RW,0,0,0,0,0,0,0,0,0,0,0,0,4,fischch01
Haydn Fleury,D,0,7,6,0,0,0,0,0,38,0,0,56,48,fleurha01
Ethen Frank,F,4,3,6,0,0,1,1,0,23,0,1,16,11,franket01
Luke Glendening,C,4,3,10,0,1,0,0,1,51,502,379,58,105,glendlu01
Travis Hamonic,D,1,6,19,0,0,0,0,0,72,0,0,92,73,hamontr01
Samuel Helenius,C,4,3,25,0,0,1,0,0,29,130,148,16,150,helensa02
Calle Järnkrok,C,1,6,4,1,0,0,0,0,9,2,7,9,15,jarnkca01
Ville Koivunen,RW,0,7,4,0,0,0,3,0,15,1,0,8,1,koivuvi01
Klim Kostin,C,1,6,27,0,0,0,1,0,28,4,9,17,111,kostikl01
Sam Lafferty,C,4,3,28,0,0,0,0,0,50,79,77,16,89,laffesa01
Hampus Lindholm,D,3,4,4,0,0,1,1,0,35,0,0,17,5,lindhha01
Anthony Mantha,RW,4,3,11,1,1,1,0,0,15,3,6,8,16,manthan01
Mikael Pyyhtia,LW,4,3,6,0,1,0,0,0,32,2,1,39,25,pyyhtmi01
Max Sasson,F,3,4,0,0,0,0,0,0,31,47,63,13,18,sassoma01
Troy Stecher,D,3,4,27,0,0,0,0,0,55,0,0,66,35,stechtr01
Tyler Tucker,D,3,4,55,0,0,0,0,1,33,0,0,39,81,tuckety01
Parker Wotherspoon,D,1,6,10,0,0,0,0,0,44,0,0,66,75,wothepa01
Noah Gregor,C,4,3,28,0,1,2,0,0,60,4,3,33,94,gregono01
Noah Gregor,C,4,2,17,0,1,2,0,0,46,3,3,25,76,gregono01
Noah Gregor,C,0,1,11,0,0,0,0,0,14,1,0,8,18,gregono01
Vladislav Kolyachonok,D,2,5,10,0,0,1,0,0,20,0,0,31,27,kolyavl01
Vladislav Kolyachonok,D,2,3,2,0,0,1,0,0,12,0,0,19,14,kolyavl01
Vladislav Kolyachonok,D,0,2,8,0,0,0,0,0,8,0,0,12,13,kolyavl01
Luke Schenn,D,1,6,45,0,0,0,0,0,77,0,0,104,300,schenlu01
Luke Schenn,D,1,4,41,0,0,0,0,0,66,0,0,76,228,schenlu01
Luke Schenn,D,0,2,4,0,0,0,0,0,11,0,0,28,72,schenlu01
Daniel Sprong,RW,2,5,2,1,0,1,1,0,55,0,4,4,32,spronda01
Daniel Sprong,RW,1,2,2,1,0,0,0,0,19,0,2,0,5,spronda01
Daniel Sprong,RW,1,1,0,0,0,1,0,0,12,0,1,0,6,spronda01
Daniel Sprong,RW,0,2,0,0,0,0,1,0,24,0,1,4,21,spronda01
Nils Åman,C,1,5,2,0,0,0,0,0,8,28,46,2,22,amanni01
Ethan Del Mastro,D,2,4,6,0,0,0,0,0,19,0,0,21,40,delmaet01
Nick DeSimone,D,1,5,0,0,0,0,0,0,24,0,0,14,14,desimni01
Phillip Di Giuseppe,LW,1,5,4,0,0,0,0,0,23,1,4,6,54,digiuph01
Zemgus Girgensons,C,2,4,47,0,0,1,0,0,83,61,68,50,174,girgeze01
David Gustafsson,C,2,4,7,0,0,0,0,0,30,99,99,18,19,gustada01
Jansen Harkins,C,2,4,21,0,0,1,0,0,49,117,102,41,136,harkija01
Matthew Highmore,LW,2,4,10,0,0,1,0,0,33,5,14,19,50,highmma01
Jack Johnson,D,0,6,2,0,0,0,0,0,23,0,0,35,21,johnsja02
Linus Karlsson,C,3,3,6,1,0,1,1,0,28,1,4,8,27,karlsli01
Jonathan Lekkerimaki,RW,3,3,2,0,0,0,2,0,30,0,1,6,16,lekkejo01
Artyom Levshunov,D,0,6,8,0,0,0,2,0,21,0,0,20,19,levshar01
Jonathon Merrill,D,2,4,20,0,0,0,0,0,47,0,0,85,41,merrijo01
Scott Morrow,D,1,5,0,0,0,0,0,0,23,0,0,16,3,morrosc02
Nikita Nesterenko,C,4,2,2,0,0,0,0,0,20,0,3,7,46,nesteni02
Jani Nyman,RW,3,3,4,2,0,0,1,0,22,1,0,7,13,nymanja01
Anthony Richard,C,2,4,0,0,0,0,1,0,19,0,2,8,8,richaan01
Derek Ryan,C,1,5,12,0,0,0,0,0,20,151,99,21,25,ryande01
Landon Slaggert,LW,2,4,23,0,0,1,0,0,34,0,1,13,25,slaggla01
Brendan Smith,D,1,5,33,0,1,0,0,0,27,0,0,23,41,smithbr05
Arber Xhekaj,D,1,5,118,0,0,0,0,0,69,0,0,63,180,xhekaar01
Dennis Gilbert,D,0,6,50,0,0,0,0,0,9,0,0,36,63,gilbede01
Dennis Gilbert,D,0,5,50,0,0,0,0,0,5,0,0,29,52,gilbede01
Dennis Gilbert,D,0,1,0,0,0,0,0,0,4,0,0,7,11,gilbede01
Oliver Wahlstrom,RW,3,3,37,0,0,1,1,0,54,6,2,30,34,wahlsol01
Oliver Wahlstrom,RW,2,2,9,0,0,1,1,0,30,1,1,18,7,wahlsol01
Oliver Wahlstrom,RW,1,1,28,0,0,0,0,0,24,5,1,12,27,wahlsol01
Rodrigo Abols,C,2,3,4,0,0,0,0,0,25,66,47,12,25,abolsro01
Isaiah George,D,1,4,6,0,0,1,0,0,26,0,0,34,14,georgis01
Jordan Harris,D,1,4,6,0,0,0,0,0,15,0,0,35,23,harrijo01
Tyson Kozak,C,3,2,2,1,0,0,0,0,11,67,78,23,26,kozakty01
Curtis Lazar,C,2,3,14,0,0,0,0,0,27,205,195,17,107,lazarcu01
Nick Leddy,D,2,3,2,0,0,0,0,0,21,0,0,26,5,leddyni01
Vinni Lettieri,C,3,2,6,0,0,0,0,0,52,11,11,16,60,lettivi01
Nils Lundkvist,D,0,5,20,0,0,0,0,0,52,0,0,34,23,lundkni01
Olle Lycksell,RW,0,5,2,0,0,0,1,0,10,2,2,5,9,lycksol01
Philippe Myers,D,2,3,15,0,0,0,0,0,46,0,0,42,76,myersph01
Liam Ohgren,LW,2,3,2,0,0,1,1,0,32,0,0,12,24,ohgreli01
Sam Rinzel,D,0,5,0,0,0,0,3,0,22,0,0,5,12,rinzesa01
Ryan Shea,D,2,3,14,0,0,0,1,0,19,0,0,51,20,sheary01
Devin Shore,C,1,4,6,0,0,0,0,0,41,51,52,37,76,shorede01
Juuso Välimäki,D,2,3,14,0,0,0,0,0,40,0,0,49,23,valimju01
Adam Wilsby,D,1,4,6,0,0,0,0,0,33,0,0,17,18,wilsbad01
Oliver Kylington,D,1,4,8,0,0,0,0,0,6,0,0,18,3,kylinol01
Oliver Kylington,D,1,3,4,0,0,0,0,0,4,0,0,15,2,kylinol01
Oliver Kylington,D,0,1,4,0,0,0,0,0,2,0,0,3,1,kylinol01
Fraser Minten,C,3,2,2,0,0,1,1,0,24,77,91,10,48,mintefr01
Fraser Minten,C,2,2,0,0,0,1,1,0,16,53,58,8,36,mintefr01
Fraser Minten,C,1,0,2,0,0,0,0,0,8,24,33,2,12,mintefr01
Erik Johnson,D,2,3,15,0,0,0,0,1,37,0,0,26,59,johnser01
Erik Johnson,D,1,2,11,0,0,0,0,1,14,0,0,14,40,johnser01
Erik Johnson,D,1,1,4,0,0,0,0,0,23,0,0,12,19,johnser01
Kieffer Bellows,LW,2,2,6,0,0,1,2,0,28,2,1,6,35,belloki01
Lucas Carlsson,D,1,3,14,0,0,1,0,0,15,0,0,14,4,carlslu01
Louis Crevier,D,3,1,10,0,0,0,0,0,28,0,0,49,70,crevilo01
Hudson Fasching,RW,2,2,6,0,0,0,0,0,51,2,8,17,28,faschhu01
Jonah Gadjovich,LW,4,0,60,0,0,2,0,0,43,3,2,21,127,gadjojo01
Ryan Graves,D,1,3,29,0,0,0,0,0,39,0,0,73,75,gravery01
Erik Gudbranson,D,0,4,6,0,0,0,0,0,12,0,0,19,26,gudbrer01
Juha Jaaska,F,0,4,9,0,0,0,0,1,11,16,15,3,20,jaaskju01
Ross Johnston,LW,1,3,72,0,0,1,0,0,9,0,2,20,134,johnsro02
Arthur Kaliyev,RW,3,1,2,0,0,0,0,0,21,0,0,2,7,kaliyar01
Rory Kerins,C,0,4,0,0,0,0,1,0,3,2,4,2,4,kerinro01
John Klingberg,D,1,3,8,0,0,0,0,0,19,0,0,13,5,klingjo01
Logan Mailloux,D,2,2,6,0,0,0,0,0,10,0,0,8,9,mailllo01
Nikolas Matinpalo,D,1,3,20,0,0,0,0,0,43,0,0,29,25,matinni01
Ivan Miroshnichenko,LW,1,3,0,0,0,0,1,0,14,0,0,8,28,mirosiv01
Oliver Moore,C,0,4,4,0,0,0,0,0,10,11,16,2,6,mooreol01
Simon Nemec,D,2,2,14,0,0,1,2,0,26,0,0,26,2,nemecsi01
Zack Ostapchuk,C,1,3,45,0,0,0,0,0,26,137,145,21,110,ostapza01
Zack Ostapchuk,C,1,3,26,0,0,0,0,0,20,85,88,11,86,ostapza01
Zack Ostapchuk,C,0,0,19,0,0,0,0,0,6,52,57,10,24,ostapza01
Jimmy Snuggerud,RW,1,3,0,1,0,0,0,0,10,0,0,4,3,snuggji01
Tyson Barrie,D,1,2,4,0,0,0,2,0,19,0,0,12,10,barrity01
Kyle Burroughs,D,0,3,39,0,0,0,0,0,6,0,0,14,42,burroky01
Nikita Chibrikov,RW,2,1,0,0,0,0,1,0,6,0,0,4,9,chibrni01
Vincent Desharnais,D,0,3,45,0,0,0,0,0,28,0,0,83,87,deshavi01
Vincent Desharnais,D,0,3,34,0,0,0,0,0,20,0,0,48,54,deshavi01
Vincent Desharnais,D,0,0,4,0,0,0,0,0,7,0,0,20,19,deshavi01
Vincent Desharnais,D,0,0,7,0,0,0,0,0,1,0,0,15,14,deshavi01
Nicolas Deslauriers,LW,2,1,15,0,0,0,0,0,25,1,2,9,85,deslani01
Dryden Hunt,LW,0,3,0,0,0,0,0,0,5,2,0,3,10,huntdr01
Matthew Kessel,D,0,3,10,0,0,0,0,0,17,0,0,23,22,kessema01
Pyotr Kochetkov,G,0,3,8,0,0,0,1,0,1,0,0,0,0,kochepy01
Maveric Lamoureux,D,1,2,42,0,0,0,0,0,17,0,0,11,18,lamouma01
Andre Lee,LW,1,2,11,0,0,1,0,0,18,0,0,10,36,leean02
